record_date,record_time,snapshot_type,source_sequence,source_line_no,available_cash,total_asset,reported_position_market_value,calculated_position_market_value,cash_ratio,raw_security_code,normalized_security_code,security_name,position_quantity,available_quantity,cost_basis,market_price,market_value,is_defensive_etf,pnl,raw_text,parse_status
2026-05-07,,position,0,27,,,196586.0,,,600455.XSHG,600455.XSHG,博通股份,700,,,29.04,20328.0,False,378.0,"博通股份(600455.XSHG)	700股	29.04	20,328.00	378.00",parsed
2026-05-07,,position,0,28,,,196586.0,,,300417.XSHE,300417.XSHE,南华仪器,1400,,,14.88,20832.0,False,868.0,"南华仪器(300417.XSHE)	1400股	14.88	20,832.00	868.00",parsed
2026-05-07,,position,0,29,,,196586.0,,,300929.XSHE,300929.XSHE,华骐环保,1300,,,14.18,18434.0,False,-143.0,"华骐环保(300929.XSHE)	1300股	14.18	18,434.00	-143.00",parsed
2026-05-07,,cash_summary,0,30,805259.0,,196586.0,,,,,Cash,,,,,805259.0,False,805259.0,"Cash	 	 	805,259.00	0.00",parsed
2026-05-07,,total_summary,0,31,,1001845.0,196586.0,,,,,Total,,,,,1001845.0,False,,"总共:1,001,845.00	1,895.00",parsed
2026-05-08,,position,0,33,,,198991.0,,,300665.XSHE,300665.XSHE,飞鹿股份,2300,,,9.04,20792.0,False,1012.0,"飞鹿股份(300665.XSHE)	2300股	9.04	20,792.00	1,012.00",parsed
2026-05-08,,position,0,34,,,198991.0,,,301098.XSHE,301098.XSHE,金埔园林,2000,,,9.71,19420.0,False,160.0,"金埔园林(301098.XSHE)	2000股	9.71	19,420.00	160.00",parsed
2026-05-08,,position,0,35,,,198991.0,,,300405.XSHE,300405.XSHE,科隆股份,2800,,,7.14,19992.0,False,224.0,"科隆股份(300405.XSHE)	2800股	7.14	19,992.00	224.00",parsed
2026-05-08,,position,0,36,,,198991.0,,,600561.XSHG,600561.XSHG,江西长运,2800,,,7.07,19796.0,False,0.0,"江西长运(600561.XSHG)	2800股	7.07	19,796.00	0.00",parsed
2026-05-08,,position,0,37,,,198991.0,,,600697.XSHG,600697.XSHG,欧亚集团,1500,,,12.72,19080.0,False,120.0,"欧亚集团(600697.XSHG)	1500股	12.72	19,080.00	120.00",parsed
2026-05-08,,position,0,38,,,198991.0,,,301167.XSHE,301167.XSHE,建研设计,1100,,,17.99,19789.0,False,209.0,"建研设计(301167.XSHE)	1100股	17.99	19,789.00	209.00",parsed
2026-05-08,,position,0,39,,,198991.0,,,300500.XSHE,300500.XSHE,启迪设计,1600,,,12.12,19392.0,False,336.0,"启迪设计(300500.XSHE)	1600股	12.12	19,392.00	336.00",parsed
2026-05-08,,position,0,40,,,198991.0,,,600455.XSHG,600455.XSHG,博通股份,700,,,29.18,20426.0,False,476.0,"博通股份(600455.XSHG)	700股	29.18	20,426.00	476.00",parsed
2026-05-08,,position,0,41,,,198991.0,,,300417.XSHE,300417.XSHE,南华仪器,1400,,,15.25,21350.0,False,1386.0,"南华仪器(300417.XSHE)	1400股	15.25	21,350.00	1,386.00",parsed
2026-05-08,,position,0,42,,,198991.0,,,300929.XSHE,300929.XSHE,华骐环保,1300,,,14.58,18954.0,False,377.0,"华骐环保(300929.XSHE)	1300股	14.58	18,954.00	377.00",parsed
2026-05-08,,cash_summary,0,43,805259.0,,198991.0,,,,,Cash,,,,,805259.0,False,805259.0,"Cash	 	 	805,259.00	0.00",parsed
2026-05-08,,total_summary,0,44,,1004250.0,198991.0,,,,,Total,,,,,1004250.0,False,,"总共:1,004,250.00	4,300.00",parsed
2026-05-11,,position,0,46,,,398297.0,,,300665.XSHE,300665.XSHE,飞鹿股份,4400,,,9.33,41052.0,False,2183.0,"飞鹿股份(300665.XSHE)	4400股	9.33	41,052.00	2,183.00",parsed
2026-05-11,,position,0,47,,,398297.0,,,301098.XSHE,301098.XSHE,金埔园林,4100,,,10.06,41246.0,False,1427.0,"金埔园林(301098.XSHE)	4100股	10.06	41,246.00	1,427.00",parsed
2026-05-11,,position,0,48,,,398297.0,,,300405.XSHE,300405.XSHE,科隆股份,5600,,,7.22,40432.0,False,588.0,"科隆股份(300405.XSHE)	5600股	7.22	40,432.00	588.00",parsed
2026-05-11,,position,0,49,,,398297.0,,,600561.XSHG,600561.XSHG,江西长运,5600,,,7.04,39424.0,False,-336.0,"江西长运(600561.XSHG)	5600股	7.04	39,424.00	-336.00",parsed
2026-05-11,,position,0,50,,,398297.0,,,600697.XSHG,600697.XSHG,欧亚集团,3100,,,12.73,39463.0,False,-41.0,"欧亚集团(600697.XSHG)	3100股	12.73	39,463.00	-41.00",parsed
2026-05-11,,position,0,51,,,398297.0,,,301167.XSHE,301167.XSHE,建研设计,2200,,,18.08,39776.0,False,374.0,"建研设计(301167.XSHE)	2200股	18.08	39,776.00	374.00",parsed
2026-05-11,,position,0,52,,,398297.0,,,300500.XSHE,300500.XSHE,启迪设计,1600,,,12.33,19728.0,False,672.0,"启迪设计(300500.XSHE)	1600股	12.33	19,728.00	672.00",parsed
2026-05-11,,position,0,53,,,398297.0,,,600455.XSHG,600455.XSHG,博通股份,1300,,,29.23,37999.0,False,415.0,"博通股份(600455.XSHG)	1300股	29.23	37,999.00	415.00",parsed
2026-05-11,,position,0,54,,,398297.0,,,300417.XSHE,300417.XSHE,南华仪器,2600,,,15.65,40690.0,False,2162.0,"南华仪器(300417.XSHE)	2600股	15.65	40,690.00	2,162.00",parsed
2026-05-11,,position,0,55,,,398297.0,,,300929.XSHE,300929.XSHE,华骐环保,2700,,,14.43,38961.0,False,-224.0,"华骐环保(300929.XSHE)	2700股	14.43	38,961.00	-224.00",parsed
2026-05-11,,position,0,56,,,398297.0,,,600493.XSHG,600493.XSHG,凤竹纺织,2600,,,7.51,19526.0,False,-416.0,"凤竹纺织(600493.XSHG)	2600股	7.51	19,526.00	-416.00",parsed
2026-05-11,,cash_summary,0,57,608407.0,,398297.0,,,,,Cash,,,,,608407.0,False,608407.0,"Cash	 	 	608,407.00	0.00",parsed
2026-05-11,,total_summary,0,58,,1006704.0,398297.0,,,,,Total,,,,,1006704.0,False,,"总共:1,006,704.00	6,804.00",parsed
2026-05-12,,position,0,60,,,394305.0,,,300665.XSHE,300665.XSHE,飞鹿股份,4400,,,9.2,40480.0,False,1611.0,"飞鹿股份(300665.XSHE)	4400股	9.2	40,480.00	1,611.00",parsed
2026-05-12,,position,0,61,,,394305.0,,,301098.XSHE,301098.XSHE,金埔园林,4100,,,10.3,42230.0,False,2411.0,"金埔园林(301098.XSHE)	4100股	10.3	42,230.00	2,411.00",parsed
2026-05-12,,position,0,62,,,394305.0,,,300405.XSHE,300405.XSHE,科隆股份,5600,,,7.15,40040.0,False,196.0,"科隆股份(300405.XSHE)	5600股	7.15	40,040.00	196.00",parsed
2026-05-12,,position,0,63,,,394305.0,,,600561.XSHG,600561.XSHG,江西长运,5600,,,6.96,38976.0,False,-784.0,"江西长运(600561.XSHG)	5600股	6.96	38,976.00	-784.00",parsed
2026-05-12,,position,0,64,,,394305.0,,,600697.XSHG,600697.XSHG,欧亚集团,3100,,,12.51,38781.0,False,-723.0,"欧亚集团(600697.XSHG)	3100股	12.51	38,781.00	-723.00",parsed
2026-05-12,,position,0,65,,,394305.0,,,301167.XSHE,301167.XSHE,建研设计,2200,,,17.79,39138.0,False,-264.0,"建研设计(301167.XSHE)	2200股	17.79	39,138.00	-264.00",parsed
2026-05-12,,position,0,66,,,394305.0,,,300500.XSHE,300500.XSHE,启迪设计,1600,,,12.27,19632.0,False,576.0,"启迪设计(300500.XSHE)	1600股	12.27	19,632.00	576.00",parsed
2026-05-12,,position,0,67,,,394305.0,,,600455.XSHG,600455.XSHG,博通股份,1300,,,29.04,37752.0,False,168.0,"博通股份(600455.XSHG)	1300股	29.04	37,752.00	168.00",parsed
2026-05-12,,position,0,68,,,394305.0,,,300417.XSHE,300417.XSHE,南华仪器,2600,,,15.36,39936.0,False,1408.0,"南华仪器(300417.XSHE)	2600股	15.36	39,936.00	1,408.00",parsed
