date,event_time,security,previous_close,open,high,low,close,high_limit,low_limit,engine_rejection_reason,jq_trade_quantity,jq_trade_price,jq_trade_time
2026-06-11,14:00,301098.XSHE,8.40999984741211,8.569999694824219,8.930000305175781,8.09000015258789,8.65999984741211,10.09,6.73,limit down,0,,
2026-06-11,14:00,600455.XSHG,24.700000762939453,24.520000457763672,24.790000915527344,23.760000228881836,24.260000228881836,27.17,22.23,limit down,0,,
2026-06-11,14:00,300929.XSHE,11.350000381469727,11.25,11.369999885559082,10.8100004196167,11.140000343322754,13.620000000000001,9.08,limit down,0,,
2026-06-11,14:00,300417.XSHE,11.6899995803833,11.65999984741211,11.75,11.100000381469727,11.399999618530273,14.030000000000001,9.35,limit down,0,,
2026-06-11,14:00,300405.XSHE,5.860000133514404,5.789999961853027,6.139999866485596,5.619999885559082,5.929999828338623,7.03,4.69,limit down,0,,
2026-06-11,14:00,600561.XSHG,5.670000076293945,5.659999847412109,5.670000076293945,5.429999828338623,5.559999942779541,6.24,5.1000000000000005,limit down,0,,
2026-06-11,14:00,301167.XSHE,14.220000267028809,14.100000381469727,14.210000038146973,13.600000381469727,14.050000190734863,17.06,11.38,limit down,0,,
2026-06-11,14:00,600697.XSHG,10.899999618530273,10.880000114440918,10.9399995803833,10.630000114440918,10.8100004196167,11.99,9.81,limit down,0,,
2026-06-11,14:00,300500.XSHE,10.270000457763672,10.199999809265137,10.279999732971191,9.90999984741211,10.0600004196167,12.32,8.22,limit down,0,,
2026-06-11,14:00,600493.XSHG,6.079999923706055,6.050000190734863,6.079999923706055,5.829999923706055,5.989999771118164,6.69,5.47,limit down,0,,
2026-06-11,14:00,300535.XSHE,15.149999618530273,15.319999694824219,15.390000343322754,14.699999809265137,15.0600004196167,18.18,12.120000000000001,limit down,0,,
2026-06-11,14:00,603879.XSHG,4.840000152587891,4.809999942779541,4.849999904632568,4.650000095367432,4.730000019073486,5.32,4.36,limit down,0,,
2026-06-12,14:00,301098.XSHE,8.65999984741211,8.739999771118164,9.270000457763672,8.399999618530273,8.40999984741211,10.39,6.93,limit down,2200,8.74,09:30:00
2026-06-12,14:00,600455.XSHG,24.260000228881836,24.5,24.8700008392334,23.889999389648438,24.389999389648438,26.69,21.830000000000002,limit down,0,,
2026-06-12,14:00,300929.XSHE,11.140000343322754,11.289999961853027,11.329999923706055,10.920000076293945,11.079999923706055,13.370000000000001,8.91,limit down,0,,
2026-06-12,14:00,300417.XSHE,11.399999618530273,11.520000457763672,11.710000038146973,11.140000343322754,11.289999961853027,13.68,9.120000000000001,limit down,300,11.52,09:30:00
2026-06-12,14:00,300405.XSHE,5.929999828338623,6.010000228881836,6.050000190734863,5.769999980926514,5.960000038146973,7.12,4.74,limit down,2700,6.01,09:30:00
2026-06-12,14:00,600561.XSHG,5.559999942779541,5.579999923706055,5.659999847412109,5.429999828338623,5.579999923706055,6.12,5.0,limit down,0,,
2026-06-12,14:00,301167.XSHE,14.050000190734863,14.050000190734863,14.289999961853027,13.699999809265137,14.079999923706055,16.86,11.24,limit down,0,,
2026-06-12,14:00,600697.XSHG,10.8100004196167,10.760000228881836,11.130000114440918,10.680000305175781,10.989999771118164,11.89,9.73,limit down,1500,10.76,09:30:00
2026-06-12,14:00,300500.XSHE,10.0600004196167,10.15999984741211,10.399999618530273,9.90999984741211,10.210000038146973,12.07,8.05,limit down,0,,
2026-06-12,14:00,600493.XSHG,5.989999771118164,6.039999961853027,6.090000152587891,5.880000114440918,6.019999980926514,6.59,5.39,limit down,100,6.04,09:30:00
2026-06-12,14:00,300535.XSHE,15.0600004196167,15.279999732971191,15.489999771118164,14.90999984741211,15.260000228881836,18.07,12.05,limit down,0,,
2026-06-12,14:00,603879.XSHG,4.730000019073486,4.800000190734863,4.889999866485596,4.679999828338623,4.849999904632568,5.2,4.26,limit down,100,4.8,09:30:00
2026-06-15,14:00,301098.XSHE,8.40999984741211,8.460000038146973,8.65999984741211,8.09000015258789,8.140000343322754,10.09,6.73,limit down,0,,
2026-06-15,14:00,600455.XSHG,24.389999389648438,24.6299991607666,24.770000457763672,23.610000610351562,23.719999313354492,26.830000000000002,21.95,limit down,0,,
2026-06-15,14:00,300929.XSHE,11.079999923706055,11.1899995803833,11.5,10.710000038146973,10.880000114440918,13.3,8.86,limit down,0,,
2026-06-15,14:00,300417.XSHE,11.289999961853027,11.579999923706055,11.84000015258789,11.039999961853027,11.210000038146973,13.55,9.03,limit down,0,,
2026-06-15,14:00,300405.XSHE,5.960000038146973,5.989999771118164,6.210000038146973,5.760000228881836,5.800000190734863,7.15,4.7700000000000005,limit down,0,,
2026-06-15,14:00,600561.XSHG,5.579999923706055,5.659999847412109,5.769999980926514,5.400000095367432,5.5,6.140000000000001,5.0200000000000005,limit down,0,,
2026-06-15,14:00,301167.XSHE,14.079999923706055,14.100000381469727,14.529999732971191,13.8100004196167,13.890000343322754,16.9,11.26,limit down,0,,
2026-06-15,14:00,600697.XSHG,10.989999771118164,11.050000190734863,11.289999961853027,10.729999542236328,10.760000228881836,12.09,9.89,limit down,0,,
2026-06-15,14:00,300500.XSHE,10.210000038146973,10.300000190734863,10.539999961853027,9.90999984741211,9.960000038146973,12.25,8.17,limit down,0,,
2026-06-15,14:00,600493.XSHG,6.019999980926514,6.050000190734863,6.329999923706055,5.900000095367432,5.980000019073486,6.62,5.42,limit down,0,,
2026-06-15,14:00,300535.XSHE,15.260000228881836,15.5,15.779999732971191,14.789999961853027,14.979999542236328,18.31,12.21,limit down,0,,
2026-06-15,14:00,603879.XSHG,4.849999904632568,4.900000095367432,5.019999980926514,4.75,4.820000171661377,5.33,4.36,limit down,0,,
2026-06-16,14:00,301098.XSHE,8.140000343322754,8.109999656677246,8.699999809265137,7.829999923706055,8.399999618530273,9.77,6.51,limit down,0,,
2026-06-16,14:00,600455.XSHG,23.719999313354492,24.020000457763672,24.100000381469727,22.989999771118164,23.8799991607666,26.09,21.35,limit down,0,,
