trade_date,trade_time,source_timestamp,source_sequence,source_line_no,raw_security_code,normalized_security_code,security_name,side,quantity,price,gross_amount,commission,stamp_tax,transfer_fee,other_fee,total_fee,order_id,trade_id,raw_text,parse_status,is_exact_duplicate,is_business_key_duplicate,duplicate_group_id
2026-06-04,09:30:00,2026-06-04 09:30:00,86,106,300535.XSHE,300535.XSHE,达威股份,buy,100,15.66,1566.0,5.0,,,,,,,"2026-06-04	09:30:00	达威股份(300535.XSHE)	买	市价单	100股	15.66	1,566.00	0.00	5.00",parsed,False,False,
2026-06-04,09:30:00,2026-06-04 09:30:00,87,107,603879.XSHG,603879.XSHG,永悦科技,sell,300,5.0,-1500.0,6.5,,,,,,,"2026-06-04	09:30:00	永悦科技(603879.XSHG)	卖	市价单	-300股	5	-1,500.00	-57.30	6.50",parsed,False,False,
2026-06-04,09:30:00,2026-06-04 09:30:00,88,108,300605.XSHE,300605.XSHE,恒锋信息,buy,1600,10.83,17328.0,5.0,,,,,,,"2026-06-04	09:30:00	恒锋信息(300605.XSHE)	买	市价单	1600股	10.83	17,328.00	0.00	5.00",parsed,False,False,
2026-06-09,09:30:00,2026-06-09 09:30:00,90,110,301098.XSHE,301098.XSHE,金埔园林,buy,100,8.26,826.0,5.0,,,,,,,2026-06-09	09:30:00	金埔园林(301098.XSHE)	买	市价单	100股	8.26	826.00	0.00	5.00,parsed,False,False,
2026-06-09,09:30:00,2026-06-09 09:30:00,91,111,600697.XSHG,600697.XSHG,欧亚集团,sell,1600,11.1,-17760.0,22.76,,,,,,,"2026-06-09	09:30:00	欧亚集团(600697.XSHG)	卖	市价单	-1600股	11.1	-17,760.00	-2,135.02	22.76",parsed,False,False,
2026-06-09,09:30:00,2026-06-09 09:30:00,92,112,600493.XSHG,600493.XSHG,凤竹纺织,sell,200,6.19,-1238.0,6.24,,,,,,,"2026-06-09	09:30:00	凤竹纺织(600493.XSHG)	卖	市价单	-200股	6.19	-1,238.00	-209.39	6.24",parsed,False,False,
2026-06-09,09:30:00,2026-06-09 09:30:00,93,113,603879.XSHG,603879.XSHG,永悦科技,buy,3600,4.8,17280.0,5.0,,,,,,,"2026-06-09	09:30:00	永悦科技(603879.XSHG)	买	市价单	3600股	4.8	17,280.00	0.00	5.00",parsed,False,False,
2026-06-09,09:30:00,2026-06-09 09:30:00,94,114,301098.XSHE,301098.XSHE,金埔园林,buy,100,8.26,826.0,5.0,,,,,,,2026-06-09	09:30:00	金埔园林(301098.XSHE)	买	市价单	100股	8.26	826.00	0.00	5.00,parsed,False,False,
2026-06-12,09:30:00,2026-06-12 09:30:00,96,116,301098.XSHE,301098.XSHE,金埔园林,sell,2200,8.74,-19228.0,24.23,,,,,,,"2026-06-12	09:30:00	金埔园林(301098.XSHE)	卖	市价单	-2200股	8.74	-19,228.00	-3,060.52	24.23",parsed,False,False,
2026-06-12,09:30:00,2026-06-12 09:30:00,97,117,300417.XSHE,300417.XSHE,南华仪器,buy,300,11.52,3456.0,5.0,,,,,,,"2026-06-12	09:30:00	南华仪器(300417.XSHE)	买	市价单	300股	11.52	3,456.00	0.00	5.00",parsed,False,False,
2026-06-12,09:30:00,2026-06-12 09:30:00,98,118,300405.XSHE,300405.XSHE,科隆股份,buy,2700,6.01,16227.0,5.0,,,,,,,"2026-06-12	09:30:00	科隆股份(300405.XSHE)	买	市价单	2700股	6.01	16,227.00	0.00	5.00",parsed,False,False,
2026-06-12,09:30:00,2026-06-12 09:30:00,99,119,600697.XSHG,600697.XSHG,欧亚集团,sell,1500,10.76,-16140.0,21.14,,,,,,,"2026-06-12	09:30:00	欧亚集团(600697.XSHG)	卖	市价单	-1500股	10.76	-16,140.00	-2,511.59	21.14",parsed,False,False,
2026-06-12,09:30:00,2026-06-12 09:30:00,100,120,600493.XSHG,600493.XSHG,凤竹纺织,buy,100,6.04,604.0,5.0,,,,,,,2026-06-12	09:30:00	凤竹纺织(600493.XSHG)	买	市价单	100股	6.04	604.00	0.00	5.00,parsed,False,False,
2026-06-12,09:30:00,2026-06-12 09:30:00,101,121,603879.XSHG,603879.XSHG,永悦科技,sell,100,4.8,-480.0,5.48,,,,,,,2026-06-12	09:30:00	永悦科技(603879.XSHG)	卖	市价单	-100股	4.8	-480.00	-29.19	5.48,parsed,False,False,
