date,gross_value,net_value,cum_cost,daily_trade_value
2020-01-02,1000069.3,998087.2012,1982.0987999999998,991049.3999999999
2020-01-03,1000415.8,998433.7012,1982.0987999999998,0.0
2020-01-06,1000455.4,998473.3012,1982.0987999999998,0.0
2020-01-07,1000574.2,998592.1011999999,1982.0987999999998,0.0
2020-01-08,1000693.0,998710.9012,1982.0987999999998,0.0
2020-01-09,1000742.5,998760.4012,1982.0987999999998,0.0
2020-01-10,1000940.5,998958.4012,1982.0987999999998,0.0
2020-01-13,1001019.7,999037.6011999999,1982.0987999999998,0.0
2020-01-14,1001168.2000000002,999186.1012000002,1982.0987999999998,0.0
2020-01-15,1001247.4,999265.3012,1982.0987999999998,0.0
2020-01-16,1001267.2,999285.1011999999,1982.0987999999998,0.0
2020-01-17,1001633.5,999651.4012,1982.0987999999998,0.0
2020-01-20,1001524.6,999542.5011999999,1982.0987999999998,0.0
2020-01-21,1001643.4,999661.3012,1982.0987999999998,0.0
2020-01-22,1001940.4,999958.3012,1982.0987999999998,0.0
2020-01-23,1002821.5,1000839.4012,1982.0987999999998,0.0
2020-02-03,1000327.5,995969.1894,4358.3106,1188105.9
2020-02-04,1005811.5,1001453.1894,4358.3106,0.0
2020-02-05,1012309.5,1007951.1894,4358.3106,0.0
2020-02-06,1020243.5,1015482.6594,4760.8405999999995,201265.0
2020-02-07,1027211.5,1022450.6594,4760.8405999999995,0.0
2020-02-10,1035165.5,1030404.6594,4760.8405999999995,0.0
2020-02-11,1026276.3100000004,1021101.1314000004,5175.178599999999,207169.0
2020-02-12,1034461.3100000004,1029286.1314000004,5175.178599999999,0.0
2020-02-13,1024253.3100000004,1019078.1314000004,5175.178599999999,0.0
2020-02-14,1025189.8000000004,1019601.2854000004,5588.5145999999995,206668.0
2020-02-17,1057356.8000000005,1051768.2854000004,5588.5145999999995,0.0
2020-02-18,1079507.8000000005,1073919.2854000004,5588.5145999999995,0.0
2020-02-19,1067033.7300000002,1061011.3794000002,6022.3506,216918.0
2020-02-20,1094919.7300000002,1088897.3794000002,6022.3506,0.0
2020-02-21,1101697.0500000005,1095669.3314000005,6027.7186,2684.0
2020-02-24,1100480.5800000003,1093557.0554000004,6923.524600000001,447903.0
2020-02-25,1082957.5800000003,1076034.0554000004,6923.524600000001,0.0
2020-02-26,1077271.5800000003,1070348.0554000004,6923.524600000001,0.0
2020-02-27,1079879.91,1072858.5174,7021.392600000001,48934.0
