tag,year,year_return,year_max_drawdown,year_max_drawdown_start,year_max_drawdown_end,year_trading_days,year_fills,year_buy_fills,year_sell_fills,year_gross_turnover,year_annualized_turnover,year_closed_trades,year_win_rate,year_expectancy,year_avg_return,year_profit_loss_ratio,year_avg_holding_days
r3_2022_2023_research,2022,0.44273014394315013,-0.11977036699075094,2022-03-03,2022-03-15,242,678,411,267,15.6072504,46.270907068235296,471,0.8704883227176221,0.10839667303609342,0.10839667303609342,4.2428934426549585,42.21443736730361
r3_2022_2023_research,2023,0.40137896654943783,-0.09285754998738649,2023-03-09,2023-06-26,243,643,386,257,19.698072399999997,59.09421719999999,604,0.6490066225165563,0.10584026986754967,0.10584026986754967,4.0518554959184945,69.86423841059603
