date,gross_value,net_value,cum_cost,daily_trade_value
2022-01-04,1000019.8,999028.6714,991.1286000000001,991128.6000000001
2022-01-05,999970.3,998979.1714,991.1286000000001,0.0
2022-01-06,1000118.8,999127.6714,991.1286000000001,0.0
2022-01-07,1000316.8,999325.6714,991.1286000000001,0.0
2022-01-10,1000386.1,999394.9713999999,991.1286000000001,0.0
2022-01-11,1000514.8,999523.6714,991.1286000000001,0.0
2022-01-12,1000554.4,999563.2714,991.1286000000001,0.0
2022-01-13,1000613.8,999622.6714,991.1286000000001,0.0
2022-01-14,1000772.1999999998,999781.0713999998,991.1286000000001,0.0
2022-01-17,1000881.1,999889.9713999999,991.1286000000001,0.0
2022-01-18,1000950.3999999998,999959.2713999997,991.1286000000001,0.0
2022-01-19,1000861.2999999998,999870.1713999998,991.1286000000001,0.0
2022-01-20,1000811.8,999820.6714,991.1286000000001,0.0
2022-01-21,1001079.1,1000087.9713999999,991.1286000000001,0.0
2022-01-24,1001089.0,1000097.8714,991.1286000000001,0.0
2022-01-25,1001217.6999999998,1000226.5713999998,991.1286000000001,0.0
2022-01-26,1001316.7,1000325.5713999999,991.1286000000001,0.0
2022-01-27,1001514.6999999998,1000523.5713999998,991.1286000000001,0.0
2022-01-28,1002138.4,1001147.2714,991.1286000000001,0.0
2022-02-07,1001568.5,999389.9043,2178.5957000000003,1187467.1
2022-02-08,1007662.5,1005483.9043,2178.5957000000003,0.0
2022-02-09,1008610.5,1006431.9043,2178.5957000000003,0.0
2022-02-10,1007509.4499999998,1005130.1352999998,2379.3147000000004,200719.0
2022-02-11,999492.4499999998,997113.1352999998,2379.3147000000004,0.0
2022-02-14,1011862.4499999998,1009483.1352999998,2379.3147000000004,0.0
2022-02-15,1016656.5099999998,1014070.9992999998,2585.5107000000003,206196.0
2022-02-16,1039810.5099999998,1037224.9992999998,2585.5107000000003,0.0
2022-02-17,1047549.5099999998,1044963.9992999998,2585.5107000000003,0.0
2022-02-18,1053384.87,1050577.5093,2807.3607,221850.0
2022-02-21,1067182.4099999997,1064372.5922999997,2809.8177,2457.0
