date,gross_value,net_value,cum_cost,daily_trade_value
2022-01-04,1000019.8,997046.4142,2973.3858000000005,991128.6000000001
2022-01-05,999970.3,996996.9142,2973.3858000000005,0.0
2022-01-06,1000118.8,997145.4142,2973.3858000000005,0.0
2022-01-07,1000316.8,997343.4142,2973.3858000000005,0.0
2022-01-10,1000386.1,997412.7141999999,2973.3858000000005,0.0
2022-01-11,1000514.8,997541.4142,2973.3858000000005,0.0
2022-01-12,1000554.4,997581.0142,2973.3858000000005,0.0
2022-01-13,1000613.8,997640.4142,2973.3858000000005,0.0
2022-01-14,1000772.1999999998,997798.8141999998,2973.3858000000005,0.0
2022-01-17,1000881.1,997907.7141999999,2973.3858000000005,0.0
2022-01-18,1000950.3999999998,997977.0141999997,2973.3858000000005,0.0
2022-01-19,1000861.2999999998,997887.9141999998,2973.3858000000005,0.0
2022-01-20,1000811.8,997838.4142,2973.3858000000005,0.0
2022-01-21,1001079.1,998105.7141999999,2973.3858000000005,0.0
2022-01-24,1001089.0,998115.6142,2973.3858000000005,0.0
2022-01-25,1001217.6999999998,998244.3141999998,2973.3858000000005,0.0
2022-01-26,1001316.7,998343.3141999999,2973.3858000000005,0.0
2022-01-27,1001514.6999999998,998541.3141999998,2973.3858000000005,0.0
2022-01-28,1002138.4,999165.0142,2973.3858000000005,0.0
2022-02-07,1001568.5,995032.7129,6535.787100000001,1187467.1
2022-02-08,1007662.5,1001126.7129,6535.787100000001,0.0
2022-02-09,1008610.5,1002074.7129,6535.787100000001,0.0
2022-02-10,1007509.4499999998,1000371.5058999999,7137.9441000000015,200719.0
2022-02-11,999492.4499999998,992354.5058999999,7137.9441000000015,0.0
2022-02-14,1011862.4499999998,1004724.5058999999,7137.9441000000015,0.0
2022-02-15,1016656.5099999998,1008899.9778999998,7756.532100000001,206196.0
2022-02-16,1039810.5099999998,1032053.9778999998,7756.532100000001,0.0
2022-02-17,1047549.5099999998,1039792.9778999998,7756.532100000001,0.0
2022-02-18,1053384.87,1044962.7879000001,8422.082100000001,221850.0
2022-02-21,1067182.4099999997,1058752.9568999996,8429.4531,2457.0
2022-02-22,1055913.92,1047476.9968999999,8436.9231,2490.0
2022-02-23,1065319.92,1056224.1549,9095.7651,219614.0
2022-02-24,1039824.92,1030729.1549000001,9095.7651,0.0
2022-02-25,1065700.92,1056605.1549,9095.7651,0.0
2022-02-28,1050725.87,1041263.6519,9462.2181,122151.0
2022-03-01,1081957.87,1072495.6519000002,9462.2181,0.0
2022-03-02,1110151.87,1100689.6519000002,9462.2181,0.0
2022-03-03,1120967.7599999998,1111244.7308999998,9723.0291,86937.0
2022-03-04,1098410.7599999998,1088687.7308999998,9723.0291,0.0
2022-03-07,1078279.7599999998,1068556.7308999998,9723.0291,0.0
2022-03-08,1040605.7699999998,1030523.2688999998,10082.5011,119824.0
2022-03-09,1021995.7699999998,1011913.2688999998,10082.5011,0.0
2022-03-10,1041380.7699999998,1031298.2688999998,10082.5011,0.0
2022-03-11,1058350.0399999998,1047971.0368999998,10379.0031,98834.0
2022-03-14,1033062.0399999998,1022683.0368999998,10379.0031,0.0
2022-03-15,986709.0399999998,976330.0368999998,10379.0031,0.0
2022-03-16,1036452.0599999998,1025897.5688999998,10554.4911,58496.0
2022-03-17,1039991.8199999998,1029421.6208999999,10570.1991,5236.0
2022-03-18,1073975.8199999998,1063405.6208999997,10570.1991,0.0
2022-03-21,1094291.8099999998,1083351.1859,10940.624099999999,123475.0
2022-03-22,1095918.8099999998,1084978.1859,10940.624099999999,0.0
2022-03-23,1088526.8099999998,1077586.1859,10940.624099999999,0.0
2022-03-24,1071218.96,1059570.5879,11648.372099999999,235916.0
2022-03-25,1095292.96,1083644.5879,11648.372099999999,0.0
2022-03-28,1092345.9,1080688.3539,11657.5461,3058.0
2022-03-29,1078114.6,1065893.1349000002,12221.4651,187973.0
2022-03-30,1075773.6,1063552.1349000002,12221.4651,0.0
2022-03-31,1089771.6,1077550.1349000002,12221.4651,0.0
2022-04-01,1083915.2000000002,1065211.1528000003,18704.0472,2160860.7
2022-04-06,1084075.7000000002,1065371.6528000003,18704.0472,0.0
2022-04-07,1084204.1,1065500.0528000002,18704.0472,0.0
2022-04-08,1084353.9,1065649.8528,18704.0472,0.0
2022-04-11,1084428.8,1065724.7528000001,18704.0472,0.0
2022-04-12,1084375.3,1065671.2528000001,18704.0472,0.0
2022-04-13,1084428.8,1065724.7528000001,18704.0472,0.0
2022-04-14,1084503.7000000002,1065799.6528000003,18704.0472,0.0
2022-04-15,1084696.3000000005,1065992.2528000006,18704.0472,0.0
2022-04-18,1084685.6,1065981.5528000002,18704.0472,0.0
2022-04-19,1084803.3,1066099.2528000001,18704.0472,0.0
2022-04-20,1084792.6,1066088.5528000002,18704.0472,0.0
2022-04-21,1084835.4,1066131.3528,18704.0472,0.0
2022-04-22,1084899.6,1066195.5528000002,18704.0472,0.0
2022-04-25,1084942.4,1066238.3528,18704.0472,0.0
2022-04-26,1085049.4,1066345.3528,18704.0472,0.0
2022-04-27,1085124.3,1066420.2528000001,18704.0472,0.0
2022-04-28,1085381.1,1066677.0528000002,18704.0472,0.0
2022-04-29,1085691.4,1066987.3528,18704.0472,0.0
2022-05-05,1090459.1,1067877.4898,22581.610200000003,1292521.0
2022-05-06,1086497.2200000002,1063912.9668000003,22584.253200000003,881.0
2022-05-09,1091064.2200000002,1068479.9668000003,22584.253200000003,0.0
2022-05-10,1100285.31,1077043.3398,23241.970200000003,219239.0
2022-05-11,1097068.31,1073826.3398,23241.970200000003,0.0
2022-05-12,1101270.31,1078028.3398,23241.970200000003,0.0
2022-05-13,1107423.54,1083537.0768,23886.463200000002,214831.0
2022-05-16,1117376.54,1093490.0768,23886.463200000002,0.0
2022-05-17,1110408.54,1086522.0768,23886.463200000002,0.0
2022-05-18,1133623.62,1109062.9998,24560.6202,224719.0
2022-05-19,1145206.35,1120632.9198,24573.430200000003,4270.0
2022-05-20,1148551.35,1123977.9198,24573.430200000003,0.0
2022-05-23,1176037.35,1150797.7848,25239.5652,222045.0
2022-05-24,1132884.35,1107644.7848,25239.5652,0.0
2022-05-25,1168216.35,1142976.7848,25239.5652,0.0
2022-05-26,1172695.5100000002,1146904.8838000002,25790.626200000002,183687.0
2022-05-27,1181899.51,1156108.8838,25790.626200000002,0.0
2022-05-30,1186524.5100000002,1160733.8838000002,25790.626200000002,0.0
2022-05-31,1175336.7000000002,1148921.4228000003,26415.277200000004,208217.0
2022-06-01,1190311.7000000002,1163896.4228000003,26415.277200000004,0.0
2022-06-02,1193354.7000000002,1166939.4228000003,26415.277200000004,0.0
2022-06-06,1220764.35,1193827.2108,26937.139200000005,173954.0
2022-06-07,1212079.35,1185142.2108,26937.139200000005,0.0
2022-06-08,1199459.2800000005,1172506.9248000004,26952.355200000005,5072.0
2022-06-09,1179787.04,1152360.7238,27426.316200000005,157987.0
2022-06-10,1192458.04,1165031.7238,27426.316200000005,0.0
2022-06-13,1199099.04,1171672.7238,27426.316200000005,0.0
2022-06-14,1188557.11,1160662.5358000002,27894.574200000006,156086.0
2022-06-15,1187659.11,1159764.5358000002,27894.574200000006,0.0
2022-06-16,1206194.11,1178299.5358000002,27894.574200000006,0.0
2022-06-17,1190089.4500000002,1161513.4468000003,28576.003200000006,227143.0
2022-06-20,1198514.4500000002,1169938.4468000003,28576.003200000006,0.0
2022-06-21,1204773.4500000002,1176197.4468000003,28576.003200000006,0.0
2022-06-22,1191736.19,1162616.8687999998,29119.321200000006,181106.0
2022-06-23,1203067.19,1173947.8687999998,29119.321200000006,0.0
2022-06-24,1210575.1900000002,1181455.8688000003,29119.321200000006,0.0
2022-06-27,1212392.89,1182942.5787999998,29450.311200000007,110330.0
2022-06-28,1242854.89,1213404.5787999998,29450.311200000007,0.0
2022-06-29,1222510.89,1193060.5787999998,29450.311200000007,0.0
2022-06-30,1224401.98,1194488.6428,29913.33720000001,154342.0
2022-07-01,1217663.98,1187750.6428,29913.33720000001,0.0
2022-07-04,1219858.98,1189945.6428,29913.33720000001,0.0
2022-07-05,1214586.35,1184220.7388000002,30365.61120000001,150758.0
2022-07-06,1209349.35,1178983.7388000002,30365.61120000001,0.0
2022-07-07,1210396.35,1180030.7388000002,30365.61120000001,0.0
2022-07-08,1223149.4700000002,1192196.0088000002,30953.46120000001,195950.0
2022-07-11,1213971.4700000002,1183018.0088000002,30953.46120000001,0.0
2022-07-12,1198847.4700000002,1167894.0088000002,30953.46120000001,0.0
2022-07-13,1221407.02,1190133.5998,31273.420200000008,106653.0
2022-07-14,1218293.02,1187019.5998,31273.420200000008,0.0
2022-07-15,1183271.02,1151997.5998,31273.420200000008,0.0
2022-07-18,1229167.14,1197588.7877999998,31578.35220000001,101644.0
2022-07-19,1245979.14,1214400.7877999998,31578.35220000001,0.0
2022-07-20,1249483.14,1217904.7877999998,31578.35220000001,0.0
2022-07-21,1246925.89,1214871.8187999998,32054.07120000001,158573.0
2022-07-22,1269412.89,1237358.8187999998,32054.07120000001,0.0
2022-07-25,1272986.87,1240917.7388000002,32069.13120000001,5020.0
2022-07-26,1281572.09,1249303.5488,32268.54120000001,66470.0
2022-07-27,1286484.09,1254215.5488,32268.54120000001,0.0
2022-07-28,1283909.09,1251640.5488,32268.54120000001,0.0
2022-07-29,1285976.33,1253301.3938,32674.93620000001,135465.0
2022-08-01,1294122.33,1261447.3938,32674.93620000001,0.0
2022-08-02,1238160.33,1205485.3938,32674.93620000001,0.0
2022-08-03,1249526.18,1216539.6997999998,32986.48020000001,103848.0
2022-08-04,1276702.87,1243712.4478000002,32990.422200000015,1314.0
2022-08-05,1279074.87,1246084.4478000002,32990.422200000015,0.0
