date,jq_total_asset,local_total_asset,asset_diff,asset_diff_pct,jq_cash,local_cash,cash_diff,jq_position_value,local_position_value,position_value_diff,jq_position_count,local_position_count,position_count_diff,jq_daily_return,local_daily_return,daily_return_diff,jq_cum_return,local_cum_return,cum_return_diff,match_status,diff_reason
2025-03-24,1064749.5,1064788.94,-39.43999999994412,-3.70402044182992e-05,48.5,,,1064701.0,,,12,,,-0.044178250144006115,-0.04406341548790471,-0.00011483465610140353,0.06485492063714315,0.06489436454208963,-3.944390494647898e-05,small_diff,cascade_residual
2025-03-25,1059477.76,1059575.46,-97.69999999995343,-9.220674099035235e-05,16761.76,,,1042716.0,,,12,,,-0.004951155177814082,-0.004896256717317082,-5.489846049699931e-05,0.059582658683209555,0.059680368356467284,-9.770967325772872e-05,small_diff,cascade_residual
2025-03-26,1089719.76,1089803.46,-83.69999999995343,-7.680283929356715e-05,16761.76,,,1072958.0,,,12,,,0.028544251839698775,0.02852840702822612,1.584481147265393e-05,0.08982765293764094,0.08991136122476129,-8.370828712034317e-05,small_diff,cascade_residual
2025-03-27,1066961.2,1067040.9,-79.69999999995343,-7.469254458751622e-05,26555.2,,,1040406.0,,,12,,,-0.020884782340736874,-0.02088684871674018,2.0663760033068357e-06,0.06706683961712212,0.06714654750820315,-7.970789108102672e-05,small_diff,cascade_residual
2025-03-28,1030264.53,1030344.23,-79.69999999995343,-7.735278917411266e-05,33212.53,,,997052.0,,,12,,,-0.0343936311835894,-0.03439106223575861,-2.5689478307944213e-06,0.030366536287092405,0.030446244178173654,-7.970789108124876e-05,small_diff,cascade_residual
2025-03-31,1001574.53,1001654.23,-79.69999999995343,-7.956837560597477e-05,33212.53,,,968362.0,,,12,,,-0.027847217063757368,-0.027845063003846815,-2.1540599105529523e-06,0.0016736956958738336,0.0017534035869550824,-7.970789108124876e-05,small_diff,cascade_residual
2025-04-01,1005275.13,1005354.84,-79.70999999996275,-7.92854391589369e-05,6206.13,,,999069.0,,,2,,,0.0036947824541824215,0.0036944984498292754,2.840043531460168e-07,0.005374662091547133,0.005454379983618418,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-02,1005347.13,1005426.84,-79.70999999996275,-7.927976141950095e-05,6206.13,,,999141.0,,,2,,,7.16221836702946e-05,7.161650507403472e-05,5.678596259883761e-09,0.005446669220252831,0.005526387112324116,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-03,1005392.13,1005471.84,-79.70999999996275,-7.92762132452787e-05,6206.13,,,999186.0,,,2,,,4.476065893777026e-05,4.4757110323478955e-05,3.548614291304375e-09,0.005491673675693809,0.005571391567765094,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-07,1005311.13,1005390.84,-79.70999999996275,-7.92826001875676e-05,6206.13,,,999105.0,,,2,,,-8.056557991953373e-05,-8.055919298544101e-05,-6.386934092716956e-09,0.005410665655899871,0.005490383547971156,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-08,1014987.13,1015066.84,-79.70999999996275,-7.852684853734632e-05,6206.13,,,1008781.0,,,2,,,0.00962488100574399,0.009624117920151276,7.630855927143188e-07,0.0150876236747437,0.015167341566814985,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-09,1025518.13,1025597.84,-79.70999999996275,-7.772052250028408e-05,6206.13,,,1019312.0,,,2,,,0.01037550101743645,0.010374686262039745,8.147553967052801e-07,0.02561966634696833,0.025699384239039613,-7.971789207128488e-05,small_diff,cascade_residual
