date,sequence,code,side,jq_quantity,local_quantity,quantity_diff,jq_price,local_price,price_diff,jq_gross_amount,local_gross_amount,gross_amount_diff,jq_commission,local_commission,commission_diff,jq_tax,local_tax,tax_diff,match_status,diff_reason,evidence_level
2025-03-24,0,600421.XSHG,buy,2800.0,2900.0,-100.0,6.29,6.29,0.0,17612.0,18241.0,-629.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-25,0,600421.XSHG,sell,900.0,1000.0,-100.0,7.37,7.37,0.0,-6633.0,7370.0,-14003.0,11.63,5.0,6.630000000000001,0,0,0,exact_match,none,A
2025-03-25,0,605081.XSHG,sell,900.0,900.0,0.0,11.23,11.23,0.0,-10107.0,10107.0,-20214.0,15.11,5.0,10.11,0,0,0,exact_match,none,A
2025-03-27,0,000668.XSHE,buy,1000.0,1000.0,0.0,5.43,5.43,0.0,5430.0,5430.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-27,0,000691.XSHE,sell,2600.0,2600.0,0.0,3.09,3.09,0.0,-8034.0,8034.0,-16068.0,13.03,5.0,8.03,0,0,0,exact_match,none,A
2025-03-27,0,000929.XSHE,sell,3100.0,3100.0,0.0,7.02,7.02,0.0,-21762.0,21762.0,-43524.0,26.76,5.0,21.76,0,0,0,exact_match,none,A
2025-03-27,0,002848.XSHE,buy,1800.0,1900.0,-100.0,6.13,6.13,0.0,11034.0,11647.0,-613.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-27,0,300665.XSHE,buy,2700.0,2700.0,0.0,6.79,6.79,0.0,18333.0,18333.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-27,0,300736.XSHE,buy,100.0,100.0,0.0,9.1,9.1,0.0,910.0,910.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-27,0,300929.XSHE,buy,400.0,400.0,0.0,8.8,8.8,0.0,3520.0,3520.0000000000005,-4.547473508864641e-13,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-27,0,600243.XSHG,sell,200.0,200.0,0.0,2.9,2.9,0.0,-580.0,580.0,-1160.0,5.58,5.0,0.5800000000000001,0,0,0,exact_match,none,A
2025-03-27,0,600421.XSHG,buy,600.0,600.0,0.0,6.91,6.91,0.0,4146.0,4146.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-27,0,600753.XSHG,sell,4500.0,4500.0,0.0,5.82,5.82,0.0,-26190.0,26190.0,-52380.0,31.19,5.0,26.19,0,0,0,exact_match,none,A
2025-03-27,0,605081.XSHG,buy,300.0,300.0,0.0,10.96,10.96,0.0,3288.0,3288.0000000000005,-4.547473508864641e-13,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-03-28,0,600421.XSHG,sell,900.0,900.0,0.0,7.41,7.41,0.0,-6669.0,6669.0,-13338.0,11.67,5.0,6.67,0,0,0,exact_match,none,A
2025-04-01,0,000668.XSHE,sell,19800.0,19800.0,0.0,5.01,5.01,0.0,-99198.0,99198.0,-198396.0,109.12,9.92,99.2,0,0,0,exact_match,none,A
2025-04-01,0,000691.XSHE,sell,35000.0,35000.0,0.0,2.86,2.86,0.0,-100100.0,100100.0,-200200.0,110.11,10.01,100.1,0,0,0,exact_match,none,A
2025-04-01,0,002848.XSHE,sell,17600.0,17600.0,0.0,5.69,5.69,0.0,-100144.0,100144.0,-200288.0,110.16,10.01,100.14999999999999,0,0,0,exact_match,none,A
2025-04-01,0,002856.XSHE,sell,11900.0,11900.0,0.0,8.52,8.52,0.0,-101388.0,101388.0,-202776.0,111.53,10.14,101.39,0,0,0,exact_match,none,A
2025-04-01,0,300665.XSHE,sell,2700.0,2700.0,0.0,6.49,6.49,0.0,-17523.0,17523.0,-35046.0,22.52,5.0,17.52,0,0,0,exact_match,none,A
2025-04-01,0,300736.XSHE,sell,11800.0,11800.0,0.0,8.59,8.59,0.0,-101362.0,101362.0,-202724.0,111.5,10.14,101.36,0,0,0,exact_match,none,A
2025-04-01,0,300929.XSHE,sell,12200.0,12200.0,0.0,8.41,8.41,0.0,-102602.0,102602.0,-205204.0,112.86,10.26,102.6,0,0,0,exact_match,none,A
2025-04-01,0,511880.XSHG,buy,9000.0,9000.0,0.0,100.383,100.383,0.0,903447.0,903447.0,0.0,0.0,0.0,0.0,0,0,0,exact_match,none,A
2025-04-01,0,600243.XSHG,sell,22400.0,22400.0,0.0,2.61,2.61,0.0,-58464.0,58464.0,-116928.0,64.31,5.85,58.46,0,0,0,exact_match,none,A
2025-04-01,0,600421.XSHG,sell,8400.0,8400.0,0.0,6.7,6.7,0.0,-56280.0,56280.0,-112560.0,61.91,5.63,56.279999999999994,0,0,0,exact_match,none,A
2025-04-01,0,600753.XSHG,sell,11100.0,11100.0,0.0,5.2,5.2,0.0,-57720.0,57720.0,-115440.0,63.49,5.77,57.72,0,0,0,exact_match,none,A
2025-04-01,0,600768.XSHG,sell,9100.0,9100.0,0.0,9.08,9.08,0.0,-82628.0,82628.0,-165256.0,90.89,8.26,82.63,0,0,0,exact_match,none,A
2025-05-06,0,002193.XSHE,buy,3900.0,3900.0,0.0,5.16,5.16,0.0,20124.0,20124.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,002719.XSHE,buy,2500.0,2500.0,0.0,8.0,8.0,0.0,20000.0,20000.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,300405.XSHE,buy,4100.0,4100.0,0.0,4.89,4.89,0.0,20049.0,20049.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,300635.XSHE,buy,2000.0,2000.0,0.0,9.73,9.73,0.0,19460.0,19460.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,300665.XSHE,buy,2800.0,2800.0,0.0,7.27,7.27,0.0,20356.0,20356.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,300736.XSHE,buy,2100.0,2100.0,0.0,9.44,9.44,0.0,19824.0,19824.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,300929.XSHE,buy,2200.0,2200.0,0.0,9.28,9.28,0.0,20416.0,20416.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,300948.XSHE,buy,2100.0,2100.0,0.0,9.6,9.6,0.0,20160.0,20160.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,301372.XSHE,buy,1000.0,1000.0,0.0,19.22,19.22,0.0,19220.0,19220.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,511880.XSHG,sell,9000.0,9000.0,0.0,100.486,100.486,0.0,-904374.0,904374.0,-1808748.0,0.0,0.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,600768.XSHG,buy,1900.0,1900.0,0.0,10.24,10.24,0.0,19456.0,19456.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-06,0,605081.XSHG,sell,9800.0,9800.0,0.0,11.3,11.3,0.0,-110740.0,110740.0,-221480.0,121.81,11.07,110.74000000000001,0,0,0,exact_match,none,A
2025-05-09,0,002193.XSHE,buy,3400.0,3400.0,0.0,5.6,5.6,0.0,19040.0,19040.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,002719.XSHE,sell,100.0,100.0,0.0,8.62,8.62,0.0,-862.0,861.9999999999999,-1724.0,5.86,5.0,0.8600000000000003,0,0,0,exact_match,none,A
2025-05-09,0,300405.XSHE,buy,3800.0,3800.0,0.0,5.16,5.16,0.0,19608.0,19608.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,300635.XSHE,buy,2000.0,2000.0,0.0,10.16,10.16,0.0,20320.0,20320.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,300665.XSHE,buy,2600.0,2600.0,0.0,7.56,7.56,0.0,19656.0,19656.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,300736.XSHE,buy,2100.0,2100.0,0.0,9.75,9.75,0.0,20475.0,20475.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,300929.XSHE,buy,2000.0,2000.0,0.0,9.65,9.65,0.0,19300.0,19300.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,300948.XSHE,buy,2000.0,2000.0,0.0,10.06,10.06,0.0,20120.0,20120.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,301372.XSHE,buy,1000.0,1000.0,0.0,20.55,20.55,0.0,20550.0,20550.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,600768.XSHG,buy,1900.0,1900.0,0.0,10.67,10.67,0.0,20273.0,20273.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-09,0,603616.XSHG,buy,5400.0,5400.0,0.0,3.77,3.77,0.0,20358.0,20358.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,002193.XSHE,buy,3800.0,3800.0,0.0,5.55,5.55,0.0,21090.0,21090.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,300405.XSHE,buy,3800.0,3800.0,0.0,5.26,5.26,0.0,19988.0,19988.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,300635.XSHE,buy,2100.0,2100.0,0.0,10.01,10.01,0.0,21021.0,21021.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,300665.XSHE,buy,2900.0,2900.0,0.0,7.39,7.39,0.0,21431.0,21431.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,300736.XSHE,buy,2200.0,2200.0,0.0,9.59,9.59,0.0,21098.0,21098.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,300929.XSHE,buy,2200.0,2200.0,0.0,9.56,9.56,0.0,21032.0,21032.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,300948.XSHE,buy,2100.0,2100.0,0.0,9.9,9.9,0.0,20790.0,20790.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,301372.XSHE,buy,1000.0,1000.0,0.0,20.4,20.4,0.0,20400.0,20400.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,600768.XSHG,buy,2000.0,2000.0,0.0,10.57,10.57,0.0,21140.0,21140.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-14,0,603729.XSHG,buy,1300.0,1300.0,0.0,15.53,15.53,0.0,20189.0,20189.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,002193.XSHE,buy,3500.0,3500.0,0.0,5.66,5.66,0.0,19810.0,19810.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,300405.XSHE,buy,4100.0,4100.0,0.0,5.22,5.22,0.0,21402.0,21402.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,300635.XSHE,buy,2000.0,2000.0,0.0,10.11,10.11,0.0,20220.0,20220.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,300665.XSHE,buy,2700.0,2700.0,0.0,7.49,7.49,0.0,20223.0,20223.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,300736.XSHE,buy,2100.0,2100.0,0.0,9.64,9.64,0.0,20244.0,20244.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,300929.XSHE,buy,2000.0,2000.0,0.0,9.75,9.75,0.0,19500.0,19500.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,300948.XSHE,buy,2100.0,2100.0,0.0,9.87,9.87,0.0,20727.0,20727.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,301372.XSHE,buy,900.0,900.0,0.0,20.79,20.79,0.0,18711.0,18711.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,600768.XSHG,buy,1800.0,1900.0,-100.0,10.75,10.75,0.0,19350.0,20425.0,-1075.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-19,0,603729.XSHG,buy,1300.0,1300.0,0.0,15.61,15.61,0.0,20293.0,20293.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,002193.XSHE,buy,3500.0,3500.0,0.0,5.76,5.76,0.0,20160.0,20160.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,300405.XSHE,buy,4200.0,4200.0,0.0,5.22,5.22,0.0,21924.0,21924.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,300635.XSHE,buy,1800.0,1800.0,0.0,10.46,10.46,0.0,18828.0,18828.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,300665.XSHE,buy,2700.0,2700.0,0.0,7.58,7.58,0.0,20466.0,20466.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,300736.XSHE,buy,2100.0,2100.0,0.0,9.77,9.77,0.0,20517.0,20517.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,300929.XSHE,buy,2300.0,2300.0,0.0,9.73,9.73,0.0,22379.0,22379.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,300948.XSHE,buy,2000.0,2000.0,0.0,10.13,10.13,0.0,20260.0,20260.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,301372.XSHE,buy,1000.0,1000.0,0.0,20.96,20.96,0.0,20960.0,20960.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,600768.XSHG,buy,2200.0,2100.0,100.0,10.64,10.64,0.0,23408.0,22344.0,1064.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-22,0,603729.XSHG,buy,1300.0,1300.0,0.0,16.0,16.0,0.0,20800.0,20800.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-27,0,002193.XSHE,buy,200.0,200.0,0.0,5.64,5.64,0.0,1128.0,1128.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-27,0,002719.XSHE,sell,2400.0,2400.0,0.0,8.75,8.75,0.0,-21000.0,21000.0,-42000.0,26.0,5.0,21.0,0,0,0,exact_match,none,A
2025-05-27,0,300665.XSHE,buy,200.0,200.0,0.0,7.42,7.42,0.0,1484.0,1484.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-27,0,603616.XSHG,sell,100.0,100.0,0.0,3.94,3.94,0.0,-394.0,394.0,-788.0,5.39,5.0,0.3899999999999997,0,0,0,exact_match,none,A
2025-05-27,0,603729.XSHG,buy,1300.0,1300.0,0.0,15.88,15.88,0.0,20644.0,20644.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-30,0,002193.XSHE,buy,200.0,200.0,0.0,5.72,5.72,0.0,1144.0,1144.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-30,0,300405.XSHE,buy,100.0,100.0,0.0,5.26,5.26,0.0,526.0,526.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-30,0,600768.XSHG,buy,100.0,100.0,0.0,10.69,10.69,0.0,1069.0,1069.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-05-30,0,603616.XSHG,sell,5300.0,5300.0,0.0,4.09,4.09,0.0,-21677.0,21677.0,-43354.0,26.68,5.0,21.68,0,0,0,exact_match,none,A
2025-05-30,0,603729.XSHG,buy,1300.0,1300.0,0.0,16.21,16.21,0.0,21073.0,21073.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-05,0,002193.XSHE,sell,200.0,200.0,0.0,5.84,5.84,0.0,-1168.0,1168.0,-2336.0,6.17,5.0,1.17,0,0,0,exact_match,none,A
2025-06-05,0,300635.XSHE,buy,100.0,100.0,0.0,10.64,10.64,0.0,1064.0,1064.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-05,0,300665.XSHE,buy,200.0,200.0,0.0,7.54,7.54,0.0,1508.0,1508.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-05,0,300948.XSHE,buy,100.0,100.0,0.0,10.26,10.26,0.0,1026.0,1026.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-05,0,301372.XSHE,sell,100.0,100.0,0.0,22.44,22.44,0.0,-2244.0,2244.0,-4488.0,7.24,5.0,2.24,0,0,0,exact_match,none,A
2025-06-10,0,002193.XSHE,buy,200.0,200.0,0.0,5.89,5.89,0.0,1178.0,1178.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-10,0,300405.XSHE,buy,100.0,100.0,0.0,5.41,5.41,0.0,541.0,541.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-10,0,300736.XSHE,sell,100.0,100.0,0.0,10.51,10.51,0.0,-1051.0,1051.0,-2102.0,6.05,5.0,1.0499999999999998,0,0,0,exact_match,none,A
2025-06-10,0,300929.XSHE,sell,100.0,100.0,0.0,10.34,10.34,0.0,-1034.0,1034.0,-2068.0,6.03,5.0,1.0300000000000002,0,0,0,exact_match,none,A
2025-06-13,0,002193.XSHE,buy,100.0,100.0,0.0,5.85,5.85,0.0,585.0,585.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-13,0,300635.XSHE,sell,100.0,100.0,0.0,11.09,11.09,0.0,-1109.0,1109.0,-2218.0,6.11,5.0,1.1100000000000003,0,0,0,exact_match,none,A
2025-06-13,0,300736.XSHE,buy,100.0,100.0,0.0,10.29,10.29,0.0,1029.0,1029.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-13,0,600847.XSHG,buy,2100.0,2100.0,0.0,10.15,10.15,0.0,21315.0,21315.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-13,0,603729.XSHG,sell,1300.0,1300.0,0.0,16.96,16.96,0.0,-22048.0,22048.0,-44096.0,27.05,5.0,22.05,0,0,0,exact_match,none,A
2025-06-18,0,002193.XSHE,buy,100.0,100.0,0.0,5.67,5.67,0.0,567.0,567.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-18,1,002193.XSHE,buy,200.0,200.0,0.0,5.67,5.67,0.0,1134.0,1134.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-18,0,002719.XSHE,buy,2400.0,2400.0,0.0,8.77,8.77,0.0,21048.0,21048.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-18,0,300405.XSHE,buy,500.0,500.0,0.0,5.18,5.18,0.0,2590.0,2590.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-18,0,300635.XSHE,sell,2300.0,2300.0,0.0,11.35,11.35,0.0,-26105.0,26105.0,-52210.0,31.1,5.0,26.1,0,0,0,exact_match,none,A
2025-06-18,0,600847.XSHG,buy,2100.0,2100.0,0.0,10.03,10.03,0.0,21063.0,21063.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-18,0,603729.XSHG,sell,1200.0,1200.0,0.0,16.49,16.49,0.0,-19788.0,19787.999999999996,-39576.0,24.79,5.0,19.79,0,0,0,exact_match,none,A
2025-06-23,0,002193.XSHE,buy,100.0,100.0,0.0,5.33,5.33,0.0,533.0,533.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-23,0,002719.XSHE,buy,200.0,200.0,0.0,8.41,8.41,0.0,1682.0,1682.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-23,0,300405.XSHE,sell,400.0,400.0,0.0,5.07,5.07,0.0,-2028.0,2028.0,-4056.0,7.03,5.0,2.0300000000000002,0,0,0,exact_match,none,A
2025-06-26,0,002193.XSHE,sell,400.0,400.0,0.0,5.99,5.99,0.0,-2396.0,2396.0,-4792.0,7.4,5.0,2.4000000000000004,0,0,0,exact_match,none,A
2025-06-26,0,002719.XSHE,buy,600.0,600.0,0.0,8.8,8.8,0.0,5280.0,5280.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-06-26,0,300405.XSHE,sell,500.0,500.0,0.0,5.62,5.62,0.0,-2810.0,2810.0,-5620.0,7.81,5.0,2.8099999999999996,0,0,0,exact_match,none,A
2025-06-26,0,300635.XSHE,sell,4000.0,4000.0,0.0,12.31,12.31,0.0,-49240.0,49240.0,-98480.0,54.24,5.0,49.24,0,0,0,exact_match,none,A
2025-07-01,0,002193.XSHE,buy,300.0,300.0,0.0,6.06,6.06,0.0,1818.0,1817.9999999999998,2.2737367544323206e-13,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-01,0,002719.XSHE,buy,6900.0,6900.0,0.0,9.06,9.06,0.0,62514.0,62514.0,0.0,6.25,6.25,0.0,0,0,0,exact_match,none,A
2025-07-01,0,300405.XSHE,buy,200.0,200.0,0.0,5.74,5.74,0.0,1148.0,1148.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-01,0,300635.XSHE,sell,1700.0,1700.0,0.0,12.59,12.59,0.0,-21403.0,21403.0,-42806.0,26.4,5.0,21.4,0,0,0,exact_match,none,A
2025-07-01,0,300665.XSHE,sell,900.0,900.0,0.0,8.72,8.72,0.0,-7848.0,7848.000000000001,-15696.0,12.85,5.0,7.85,0,0,0,exact_match,none,A
2025-07-01,0,300736.XSHE,buy,100.0,100.0,0.0,10.66,10.66,0.0,1066.0,1066.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-01,0,300929.XSHE,buy,200.0,200.0,0.0,10.57,10.57,0.0,2114.0,2114.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-01,0,300948.XSHE,buy,100.0,100.0,0.0,10.89,10.89,0.0,1089.0,1089.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-01,0,301372.XSHE,buy,200.0,200.0,0.0,22.78,22.78,0.0,4556.0,4556.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-01,0,600768.XSHG,buy,100.0,100.0,0.0,11.48,11.48,0.0,1148.0,1148.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-02,0,300665.XSHE,sell,1300.0,1300.0,0.0,9.88,9.87,0.010000000000001563,-12844.0,12830.999999999998,-25675.0,17.84,5.0,12.84,0,0,0,exact_match,none,A
2025-07-04,0,002193.XSHE,buy,300.0,300.0,0.0,6.09,6.09,0.0,1827.0,1827.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-04,0,002719.XSHE,buy,2200.0,2200.0,0.0,9.14,9.14,0.0,20108.0,20108.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-04,0,300405.XSHE,sell,400.0,400.0,0.0,6.0,6.0,0.0,-2400.0,2400.0,-4800.0,7.4,5.0,2.4000000000000004,0,0,0,exact_match,none,A
2025-07-04,0,300635.XSHE,sell,1900.0,1900.0,0.0,12.05,12.05,0.0,-22895.0,22895.0,-45790.0,27.9,5.0,22.9,0,0,0,exact_match,none,A
2025-07-04,0,300665.XSHE,sell,1300.0,1300.0,0.0,8.89,8.89,0.0,-11557.0,11557.0,-23114.0,16.56,5.0,11.559999999999999,0,0,0,exact_match,none,A
2025-07-04,0,300736.XSHE,buy,200.0,200.0,0.0,10.69,10.69,0.0,2138.0,2138.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-04,0,300929.XSHE,buy,100.0,100.0,0.0,10.66,10.66,0.0,1066.0,1066.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-04,0,300948.XSHE,buy,200.0,200.0,0.0,10.94,10.94,0.0,2188.0,2188.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-04,0,600768.XSHG,buy,100.0,100.0,0.0,11.53,11.53,0.0,1153.0,1153.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-04,0,600847.XSHG,sell,2300.0,2300.0,0.0,12.5,12.5,0.0,-28750.0,28750.0,-57500.0,33.75,5.0,28.75,0,0,0,exact_match,none,A
2025-07-04,0,603729.XSHG,buy,1400.0,1400.0,0.0,17.15,17.15,0.0,24010.0,24009.999999999996,3.637978807091713e-12,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-09,0,001211.XSHE,buy,2000.0,2000.0,0.0,23.23,23.23,0.0,46460.0,46460.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-09,0,002719.XSHE,buy,500.0,500.0,0.0,9.17,9.17,0.0,4585.0,4585.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-09,0,300405.XSHE,buy,300.0,300.0,0.0,5.9,5.9,0.0,1770.0,1770.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-09,0,300665.XSHE,sell,2800.0,2800.0,0.0,9.16,9.16,0.0,-25648.0,25648.0,-51296.0,30.65,5.0,25.65,0,0,0,exact_match,none,A
2025-07-09,0,300948.XSHE,sell,100.0,100.0,0.0,11.13,11.13,0.0,-1113.0,1113.0,-2226.0,6.11,5.0,1.1100000000000003,0,0,0,exact_match,none,A
2025-07-09,0,600847.XSHG,sell,1900.0,1900.0,0.0,11.29,11.29,0.0,-21451.0,21451.0,-42902.0,26.45,5.0,21.45,0,0,0,exact_match,none,A
2025-07-09,0,603729.XSHG,buy,1300.0,1300.0,0.0,17.42,17.42,0.0,22646.0,22646.000000000004,-3.637978807091713e-12,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-14,0,000890.XSHE,buy,5900.0,5900.0,0.0,3.92,3.92,0.0,23128.0,23128.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-14,0,002193.XSHE,sell,100.0,100.0,0.0,6.15,6.15,0.0,-615.0,615.0,-1230.0,5.62,5.0,0.6200000000000001,0,0,0,exact_match,none,A
2025-07-14,0,002719.XSHE,buy,100.0,100.0,0.0,9.06,9.06,0.0,906.0,906.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-14,0,300405.XSHE,sell,3800.0,3800.0,0.0,5.86,5.86,0.0,-22268.0,22268.0,-44536.0,27.27,5.0,22.27,0,0,0,exact_match,none,A
2025-07-14,0,300665.XSHE,sell,2600.0,2600.0,0.0,9.13,9.13,0.0,-23738.0,23738.000000000004,-47476.0,28.74,5.0,23.74,0,0,0,exact_match,none,A
2025-07-14,0,300929.XSHE,buy,100.0,100.0,0.0,10.65,10.65,0.0,1065.0,1065.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-14,0,300948.XSHE,buy,100.0,100.0,0.0,10.92,10.92,0.0,1092.0,1092.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-14,0,600671.XSHG,buy,1700.0,1700.0,0.0,13.65,13.65,0.0,23205.0,23205.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
2025-07-14,0,600768.XSHG,sell,300.0,300.0,0.0,11.99,11.99,0.0,-3597.0,3597.0,-7194.0,8.6,5.0,3.5999999999999996,0,0,0,exact_match,none,A
2025-07-14,0,603729.XSHG,buy,100.0,100.0,0.0,17.12,17.12,0.0,1712.0,1712.0,0.0,5.0,5.0,0.0,0,0,0,exact_match,none,A
