date,time,code,name,side,quantity,price,gross_amount,commission,stamp_tax,transfer_fee,net_amount,source_file,source_line_no,raw_text,parse_status
2025-01-02,09:30:00,511880.XSHG,银华日利,buy,9900,100.081,990801.9,0.0,0,0,990801.9,母版交易记录-20250101-20251231.txt,20,"2025-01-02	09:30:00	银华日利(511880.XSHG)	买	市价单	9900股	100.081	990,801.90	0.00	0.00",parsed
2025-02-05,09:30:00,511880.XSHG,银华日利,sell,-9900,100.182,-991801.8,0.0,0,0,-991801.8,母版交易记录-20250101-20251231.txt,22,"2025-02-05	09:30:00	银华日利(511880.XSHG)	卖	市价单	-9900股	100.182	-991,801.80	999.90	0.00",parsed
2025-02-05,09:30:00,000668.XSHE,荣丰控股,buy,3100,6.32,19592.0,5.0,0,0,19597.0,母版交易记录-20250101-20251231.txt,23,"2025-02-05	09:30:00	荣丰控股(000668.XSHE)	买	市价单	3100股	6.32	19,592.00	0.00	5.00",parsed
2025-02-05,09:30:00,000691.XSHE,亚太实业,buy,6900,2.86,19734.0,5.0,0,0,19739.0,母版交易记录-20250101-20251231.txt,24,"2025-02-05	09:30:00	亚太实业(000691.XSHE)	买	市价单	6900股	2.86	19,734.00	0.00	5.00",parsed
2025-02-05,09:30:00,002848.XSHE,高斯贝尔,buy,3400,5.74,19516.0,5.0,0,0,19521.0,母版交易记录-20250101-20251231.txt,25,"2025-02-05	09:30:00	高斯贝尔(002848.XSHE)	买	市价单	3400股	5.74	19,516.00	0.00	5.00",parsed
2025-02-05,09:30:00,605081.XSHG,太和水,buy,2400,8.32,19968.0,5.0,0,0,19973.0,母版交易记录-20250101-20251231.txt,26,"2025-02-05	09:30:00	太和水(605081.XSHG)	买	市价单	2400股	8.32	19,968.00	0.00	5.00",parsed
2025-02-05,09:30:00,603813.XSHG,原尚股份,buy,2100,9.21,19341.0,5.0,0,0,19346.0,母版交易记录-20250101-20251231.txt,27,"2025-02-05	09:30:00	原尚股份(603813.XSHG)	买	市价单	2100股	9.21	19,341.00	0.00	5.00",parsed
2025-02-05,09:30:00,600421.XSHG,华嵘控股,buy,3700,5.32,19684.0,5.0,0,0,19689.0,母版交易记录-20250101-20251231.txt,28,"2025-02-05	09:30:00	华嵘控股(600421.XSHG)	买	市价单	3700股	5.32	19,684.00	0.00	5.00",parsed
2025-02-05,09:30:00,300929.XSHE,华骐环保,buy,2300,8.67,19941.0,5.0,0,0,19946.0,母版交易记录-20250101-20251231.txt,29,"2025-02-05	09:30:00	华骐环保(300929.XSHE)	买	市价单	2300股	8.67	19,941.00	0.00	5.00",parsed
2025-02-05,09:30:00,002620.XSHE,瑞和股份,buy,6600,2.99,19734.0,5.0,0,0,19739.0,母版交易记录-20250101-20251231.txt,30,"2025-02-05	09:30:00	瑞和股份(002620.XSHE)	买	市价单	6600股	2.99	19,734.00	0.00	5.00",parsed
