date,code,side,jq_quantity,local_quantity,quantity_diff,jq_price,local_price,price_diff,jq_gross_amount,local_gross_amount,gross_amount_diff,jq_commission,local_commission,jq_tax,local_tax,match_status,diff_reason
2020-02-06,000929.XSHE,buy,3300,3300,0,6.05,6.05,0.0,19965.0,19965.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-06,002076.XSHE,sell,400,400,0,2.22,2.22,0.0,888.0,888.0000000000001,1.1368683772161603e-13,5.89,5.0,0,0.89,exact_match,unknown
2020-02-06,002473.XSHE,buy,2900,2900,0,6.86,6.86,0.0,19894.0,19894.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-06,300029.XSHE,buy,3800,3800,0,5.33,5.33,0.0,20254.0,20254.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-06,300106.XSHE,buy,3800,3800,0,5.25,5.25,0.0,19950.0,19950.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-06,300412.XSHE,sell,100,100,0,6.72,6.72,0.0,672.0,672.0,0.0,5.67,5.0,0,0.67,exact_match,unknown
2020-02-06,300665.XSHE,buy,2100,2100,0,9.29,9.29,0.0,19509.0,19509.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-06,600241.XSHG,buy,5100,5100,0,3.94,3.94,0.0,20094.0,20094.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-06,600561.XSHG,buy,4300,4300,0,4.62,4.62,0.0,19866.0,19866.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-06,600889.XSHG,sell,100,100,0,4.39,4.39,0.0,439.0,438.99999999999994,-5.684341886080802e-14,5.44,5.0,0,0.44,exact_match,unknown
2020-02-06,603991.XSHG,buy,1300,1300,0,15.22,15.22,0.0,19786.0,19786.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,000679.XSHE,buy,5900,5900,0,3.29,3.29,0.0,19411.0,19411.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,000691.XSHE,buy,5600,5600,0,3.65,3.65,0.0,20440.0,20440.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,000929.XSHE,buy,3200,3200,0,6.3,6.3,0.0,20160.0,20160.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,002076.XSHE,sell,700,700,0,2.45,2.45,0.0,1715.0,1715.0000000000002,2.2737367544323206e-13,6.72,5.0,0,1.72,exact_match,unknown
2020-02-11,002473.XSHE,buy,2800,2800,0,7.2,7.2,0.0,20160.0,20160.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,300029.XSHE,buy,3700,3700,0,5.45,5.45,0.0,20165.0,20165.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,300106.XSHE,sell,100,100,0,5.69,5.69,0.0,569.0,569.0,0.0,5.57,5.0,0,0.57,exact_match,unknown
2020-02-11,300412.XSHE,sell,100,100,0,7.04,7.04,0.0,704.0,704.0,0.0,5.7,5.0,0,0.7,exact_match,unknown
2020-02-11,300665.XSHE,buy,2200,2200,0,9.54,9.54,0.0,20988.0,20987.999999999996,-3.637978807091713e-12,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,300736.XSHE,buy,2200,2200,0,9.19,9.19,0.0,20218.0,20218.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,600241.XSHG,buy,5100,5100,0,4.05,4.05,0.0,20655.0,20655.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,600561.XSHG,buy,4200,4200,0,4.86,4.86,0.0,20412.0,20412.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-11,600766.XSHG,sell,100,100,0,7.45,7.45,0.0,745.0,745.0,0.0,5.74,5.0,0,0.74,exact_match,unknown
2020-02-11,600889.XSHG,sell,100,100,0,4.56,4.56,0.0,456.0,455.99999999999994,-5.684341886080802e-14,5.46,5.0,0,0.46,exact_match,unknown
2020-02-11,603991.XSHG,buy,1300,1300,0,15.67,15.67,0.0,20371.0,20371.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,000679.XSHE,sell,100,100,0,3.3,3.3,0.0,330.0,330.0,0.0,5.33,5.0,0,0.33,exact_match,unknown
2020-02-14,000691.XSHE,buy,6000,6000,0,3.53,3.53,0.0,21180.0,21180.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,000929.XSHE,buy,3300,3300,0,6.21,6.21,0.0,20493.0,20493.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,002076.XSHE,buy,600,600,0,2.23,2.23,0.0,1338.0,1338.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
