date,code,side,jq_quantity,local_quantity,quantity_diff,jq_price,local_price,price_diff,jq_gross_amount,local_gross_amount,gross_amount_diff,jq_commission,local_commission,jq_tax,local_tax,match_status,diff_reason
2020-02-14,002473.XSHE,buy,2700,2700,0,7.27,7.27,0.0,19629.0,19629.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,002633.XSHE,buy,2600,2600,0,7.77,7.77,0.0,20202.0,20202.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,300029.XSHE,buy,3700,3700,0,5.43,5.43,0.0,20091.0,20091.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,300106.XSHE,buy,3700,3700,0,5.47,5.47,0.0,20239.0,20239.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,300665.XSHE,buy,2200,2200,0,9.36,9.36,0.0,20592.0,20592.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,300736.XSHE,buy,2300,2300,0,9.01,9.01,0.0,20723.0,20723.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,600241.XSHG,sell,100,100,0,4.07,4.07,0.0,407.0,407.0,0.0,5.41,5.0,0,0.41,exact_match,unknown
2020-02-14,600561.XSHG,buy,4300,4300,0,4.78,4.78,0.0,20554.0,20554.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-14,600766.XSHG,sell,100,100,0,7.66,7.66,0.0,766.0,766.0,0.0,5.77,5.0,0,0.77,exact_match,unknown
2020-02-14,603991.XSHG,buy,1300,1300,0,15.48,15.48,0.0,20124.0,20124.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,000679.XSHE,buy,6500,6500,0,3.41,3.41,0.0,22165.0,22165.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,000691.XSHE,buy,5600,5600,0,3.75,3.75,0.0,21000.0,21000.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,000929.XSHE,buy,3500,3500,0,6.48,6.48,0.0,22680.0,22680.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,002076.XSHE,buy,100,100,0,2.32,2.32,0.0,232.0,231.99999999999997,-2.842170943040401e-14,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,002473.XSHE,buy,2700,2700,0,7.7,7.7,0.0,20790.0,20790.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,002633.XSHE,buy,1500,1500,0,8.1,8.1,0.0,12150.0,12150.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,300029.XSHE,sell,900,900,0,6.33,6.33,0.0,5697.0,5697.0,0.0,10.7,5.0,0,5.7,exact_match,unknown
2020-02-19,300106.XSHE,buy,3500,3500,0,5.89,5.89,0.0,20615.0,20615.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,300412.XSHE,sell,500,500,0,8.74,8.73,-0.009999999999999787,4370.0,4365.0,-5.0,9.37,5.0,0,4.37,price_diff,unknown
2020-02-19,300665.XSHE,buy,2200,2200,0,9.85,9.85,0.0,21670.0,21670.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,600241.XSHG,buy,5200,5200,0,4.22,4.22,0.0,21944.0,21944.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,600561.XSHG,buy,4200,4200,0,5.05,5.05,0.0,21210.0,21210.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-19,603991.XSHG,buy,1400,1400,0,16.0,16.0,0.0,22400.0,22400.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-21,300029.XSHE,sell,400,400,0,6.71,6.71,0.0,2684.0,2684.0,0.0,7.68,5.0,0,2.68,exact_match,unknown
2020-02-24,000679.XSHE,buy,6400,6400,0,3.47,3.47,0.0,22208.0,22208.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,000691.XSHE,buy,5300,5300,0,3.9,3.9,0.0,20670.0,20670.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,000929.XSHE,buy,3300,3300,0,6.62,6.62,0.0,21846.0,21846.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,002076.XSHE,sell,9200,9200,0,2.33,2.33,0.0,21436.0,21436.0,0.0,26.44,5.0,0,21.44,exact_match,unknown
2020-02-24,002473.XSHE,sell,100,100,0,8.07,8.07,0.0,807.0,807.0,0.0,5.81,5.0,0,0.81,exact_match,unknown
2020-02-24,002633.XSHE,buy,3900,3900,0,8.18,8.18,0.0,31902.0,31902.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,300029.XSHE,buy,700,700,0,6.22,6.22,0.0,4354.0,4354.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,300106.XSHE,buy,3800,3800,0,5.97,5.97,0.0,22686.0,22686.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,300218.XSHE,sell,2800,2800,0,7.8,7.8,0.0,21840.0,21840.0,0.0,26.84,5.0,0,21.84,exact_match,unknown
2020-02-24,300412.XSHE,sell,2500,2500,0,7.9,7.9,0.0,19750.0,19750.0,0.0,24.75,5.0,0,19.75,exact_match,unknown
2020-02-24,300539.XSHE,sell,3100,3100,0,7.16,7.16,0.0,22196.0,22196.0,0.0,27.2,5.0,0,22.2,exact_match,unknown
2020-02-24,300665.XSHE,buy,2000,2000,0,10.24,10.24,0.0,20480.0,20480.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,300736.XSHE,sell,100,100,0,10.01,10.01,0.0,1001.0,1001.0,0.0,6.0,5.0,0,1.0,exact_match,unknown
2020-02-24,600241.XSHG,buy,5000,5000,0,4.33,4.33,0.0,21650.0,21650.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,600561.XSHG,buy,4200,4200,0,5.18,5.18,0.0,21756.0,21756.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,600671.XSHG,sell,1700,1700,0,12.63,12.63,0.0,21471.0,21471.0,0.0,26.47,5.0,0,21.47,exact_match,unknown
2020-02-24,600766.XSHG,sell,2700,2700,0,8.9,8.9,0.0,24030.0,24030.0,0.0,29.03,5.0,0,24.03,exact_match,unknown
2020-02-24,600791.XSHG,sell,6300,6300,0,3.48,3.48,0.0,21924.0,21924.0,0.0,26.92,5.0,0,21.92,exact_match,unknown
2020-02-24,600889.XSHG,sell,4600,4600,0,4.71,4.71,0.0,21666.0,21666.0,0.0,26.67,5.0,0,21.67,exact_match,unknown
2020-02-24,603139.XSHG,sell,1200,1200,0,17.85,17.85,0.0,21420.0,21420.0,0.0,26.42,5.0,0,21.42,exact_match,unknown
2020-02-24,603269.XSHG,buy,1500,1500,0,13.9,13.9,0.0,20850.0,20850.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-24,603356.XSHG,sell,1600,1600,0,13.7,13.7,0.0,21920.0,21920.0,0.0,26.92,5.0,0,21.92,exact_match,unknown
2020-02-24,603991.XSHG,buy,1200,1200,0,16.7,16.7,0.0,20040.0,20040.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-27,000929.XSHE,buy,200,200,0,6.42,6.42,0.0,1284.0,1284.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-27,002633.XSHE,buy,2600,2600,0,8.07,8.07,0.0,20982.0,20982.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-02-27,300106.XSHE,sell,3800,3800,0,5.95,5.95,0.0,22610.0,22610.0,0.0,27.61,5.0,0,22.61,exact_match,unknown
2020-02-27,300736.XSHE,sell,200,200,0,10.31,10.31,0.0,2062.0,2062.0,0.0,7.06,5.0,0,2.06,exact_match,unknown
2020-02-27,600561.XSHG,buy,400,400,0,4.99,4.99,0.0,1996.0,1996.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-03,000691.XSHE,sell,400,400,0,3.81,3.81,0.0,1524.0,1524.0,0.0,6.52,5.0,0,1.52,exact_match,unknown
2020-03-03,002473.XSHE,sell,2800,2800,0,7.75,7.75,0.0,21700.0,21700.0,0.0,26.7,5.0,0,21.7,exact_match,unknown
2020-03-03,002633.XSHE,buy,2300,2300,0,8.15,8.15,0.0,18745.0,18745.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-03,300029.XSHE,buy,500,500,0,5.72,5.72,0.0,2860.0,2860.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-03,300106.XSHE,buy,4000,4000,0,5.66,5.66,0.0,22640.0,22640.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-03,300736.XSHE,sell,2000,2000,0,9.64,9.64,0.0,19280.0,19280.0,0.0,24.28,5.0,0,19.28,exact_match,unknown
2020-03-03,600241.XSHG,buy,500,500,0,4.059999999999999,4.059999999999999,0.0,2030.0,2029.9999999999995,-4.547473508864641e-13,10.0,10.0,0,0.0,exact_match,unknown
2020-03-06,000679.XSHE,buy,5400,5400,0,3.56,3.56,0.0,19224.0,19224.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-06,000691.XSHE,sell,5300,5300,0,3.9,3.9,0.0,20670.0,20670.0,0.0,25.67,5.0,0,20.67,exact_match,unknown
2020-03-06,000929.XSHE,sell,200,200,0,6.63,6.63,0.0,1326.0,1326.0,0.0,6.33,5.0,0,1.33,exact_match,unknown
2020-03-06,002633.XSHE,buy,400,400,0,8.22,8.22,0.0,3288.0,3288.0000000000005,4.547473508864641e-13,5.0,5.0,0,0.0,exact_match,unknown
2020-03-06,300106.XSHE,sell,100,100,0,5.96,5.96,0.0,596.0,596.0,0.0,5.6,5.0,0,0.6,exact_match,unknown
2020-03-06,300736.XSHE,sell,2200,2200,0,10.17,10.17,0.0,22374.0,22374.0,0.0,27.37,5.0,0,22.37,exact_match,unknown
2020-03-06,600241.XSHG,buy,5500,5500,0,4.16,4.16,0.0,22880.0,22880.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-06,600561.XSHG,sell,100,100,0,5.12,5.12,0.0,512.0,512.0,0.0,5.51,5.0,0,0.51,exact_match,unknown
2020-03-11,603991.XSHG,sell,2100,2100,0,21.19,21.19,0.0,44499.0,44499.0,0.0,49.5,5.0,0,44.5,exact_match,unknown
2020-03-13,603991.XSHG,sell,700,700,0,24.76,24.76,0.0,17332.0,17332.0,0.0,22.33,5.0,0,17.33,exact_match,unknown
2020-03-16,000679.XSHE,sell,5700,5700,0,3.64,3.64,0.0,20748.0,20748.0,0.0,25.75,5.0,0,20.75,exact_match,unknown
2020-03-16,000691.XSHE,sell,5900,5900,0,4.11,4.11,0.0,24249.0,24249.000000000004,3.637978807091713e-12,29.25,5.0,0,24.25,exact_match,unknown
2020-03-16,000929.XSHE,buy,600,600,0,6.59,6.59,0.0,3954.0,3954.0,0.0,10.0,10.0,0,0.0,exact_match,unknown
2020-03-16,002209.XSHE,buy,3500,3500,0,6.47,6.47,0.0,22645.0,22645.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,002473.XSHE,buy,3500,3500,0,7.76,7.76,0.0,27160.0,27160.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,002633.XSHE,buy,100,100,0,8.46,8.46,0.0,846.0,846.0000000000001,1.1368683772161603e-13,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,300029.XSHE,buy,8100,8100,0,5.9,5.9,0.0,47790.0,47790.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,300106.XSHE,buy,600,600,0,5.9,5.9,0.0,3540.0,3540.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,300665.XSHE,buy,100,100,0,10.49,10.49,0.0,1049.0,1049.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,300736.XSHE,buy,2300,2300,0,9.68,9.68,0.0,22264.0,22264.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,600241.XSHG,buy,1000,1000,0,4.15,4.15,0.0,4150.0,4150.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,600561.XSHG,buy,600,600,0,5.14,5.14,0.0,3084.0,3084.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-16,603269.XSHG,sell,1500,1500,0,13.88,13.88,0.0,20820.0,20820.0,0.0,25.82,5.0,0,20.82,exact_match,unknown
2020-03-16,603991.XSHG,sell,500,500,0,21.56,21.56,0.0,10780.0,10780.0,0.0,15.78,5.0,0,10.78,exact_match,unknown
2020-03-19,000679.XSHE,buy,700,700,0,3.33,3.33,0.0,2331.0,2331.0,0.0,10.0,10.0,0,0.0,exact_match,unknown
2020-03-19,000691.XSHE,buy,500,500,0,3.74,3.74,0.0,1870.0,1870.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-19,002209.XSHE,buy,3500,3500,0,6.1,6.1,0.0,21350.0,21350.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-19,002473.XSHE,sell,3600,3600,0,7.97,7.97,0.0,28692.0,28692.0,0.0,33.69,5.0,0,28.69,exact_match,unknown
2020-03-19,002633.XSHE,buy,100,100,0,7.9,7.9,0.0,790.0,790.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-19,300029.XSHE,sell,100,100,0,5.63,5.63,0.0,563.0,563.0,0.0,5.56,5.0,0,0.56,exact_match,unknown
2020-03-19,300106.XSHE,sell,400,400,0,5.75,5.75,0.0,2300.0,2300.0,0.0,7.3,5.0,0,2.3,exact_match,unknown
2020-03-19,300665.XSHE,buy,200,200,0,9.74,9.74,0.0,1948.0,1948.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-19,600241.XSHG,buy,200,200,0,3.89,3.89,0.0,778.0,778.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-19,600561.XSHG,sell,100,100,0,4.88,4.88,0.0,488.0,488.0,0.0,5.49,5.0,0,0.49,exact_match,unknown
2020-03-19,603389.XSHG,buy,4700,4700,0,4.47,4.47,0.0,21009.0,21009.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-19,603991.XSHG,sell,900,900,0,18.69,18.69,0.0,16821.0,16821.0,0.0,21.82,5.0,0,16.82,exact_match,unknown
2020-03-20,000679.XSHE,sell,1500,1500,0,3.68,3.68,0.0,5520.0,5520.0,0.0,10.52,5.0,0,5.52,exact_match,unknown
2020-03-20,603991.XSHG,sell,300,300,0,22.41,22.41,0.0,6723.0,6723.0,0.0,11.72,5.0,0,6.72,exact_match,unknown
2020-03-24,000679.XSHE,sell,5500,5500,0,3.6,3.6,0.0,19800.0,19800.0,0.0,24.8,5.0,0,19.8,exact_match,unknown
2020-03-24,000691.XSHE,sell,5800,5800,0,3.98,3.98,0.0,23084.0,23084.0,0.0,28.08,5.0,0,23.08,exact_match,unknown
2020-03-24,000929.XSHE,sell,800,800,0,6.84,6.84,0.0,5472.0,5472.0,0.0,10.47,5.0,0,5.47,exact_match,unknown
2020-03-24,002209.XSHE,buy,3900,3900,0,6.15,6.15,0.0,23985.0,23985.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,002473.XSHE,sell,300,300,0,8.61,8.61,0.0,2583.0,2583.0,0.0,7.58,5.0,0,2.58,exact_match,unknown
2020-03-24,002633.XSHE,buy,400,400,0,8.02,8.02,0.0,3208.0,3208.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,300029.XSHE,buy,400,400,0,5.71,5.71,0.0,2284.0,2284.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,300106.XSHE,sell,4100,4100,0,6.19,6.19,0.0,25379.0,25379.0,0.0,30.38,5.0,0,25.38,exact_match,unknown
2020-03-24,300665.XSHE,sell,2300,2300,0,10.28,10.28,0.0,23644.0,23644.0,0.0,28.64,5.0,0,23.64,exact_match,unknown
2020-03-24,300736.XSHE,buy,2500,2500,0,9.23,9.23,0.0,23075.0,23075.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,600241.XSHG,buy,1600,1600,0,3.83,3.83,0.0,6128.0,6128.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,600506.XSHG,buy,2700,2600,-100,8.25,8.25,0.0,22275.0,21450.0,-825.0,5.0,5.0,0,0.0,quantity_diff,unknown
2020-03-24,600561.XSHG,buy,900,900,0,4.88,4.88,0.0,4392.0,4392.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,600599.XSHG,buy,3000,3000,0,7.3,7.3,0.0,21900.0,21900.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,603389.XSHG,buy,5500,5500,0,4.35,4.35,0.0,23925.0,23924.999999999996,-3.637978807091713e-12,5.0,5.0,0,0.0,exact_match,unknown
2020-03-24,603991.XSHG,sell,900,900,0,20.86,20.86,0.0,18774.0,18774.0,0.0,23.77,5.0,0,18.77,exact_match,unknown
2020-03-26,300029.XSHE,sell,1600,1600,0,6.35,6.34,-0.009999999999999787,10160.0,10144.0,-16.0,15.16,5.0,0,10.14,price_diff,unknown
2020-03-27,000679.XSHE,buy,800,700,-100,3.48,3.48,0.0,2784.0,2436.0,-348.0,5.0,5.0,0,0.0,quantity_diff,unknown
2020-03-27,000691.XSHE,buy,200,200,0,3.92,3.92,0.0,784.0,784.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-27,000929.XSHE,buy,800,800,0,6.55,6.55,0.0,5240.0,5240.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-27,002209.XSHE,sell,200,200,0,6.36,6.36,0.0,1272.0,1272.0,0.0,6.27,5.0,0,1.27,exact_match,unknown
2020-03-27,002473.XSHE,sell,2400,2400,0,8.4,8.4,0.0,20160.0,20160.0,0.0,25.16,5.0,0,20.16,exact_match,unknown
2020-03-27,300029.XSHE,buy,500,500,0,6.13,6.13,0.0,3065.0,3065.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-27,300106.XSHE,sell,3600,3600,0,6.27,6.27,0.0,22572.0,22572.0,0.0,27.57,5.0,0,22.57,exact_match,unknown
2020-03-27,300665.XSHE,sell,2100,2100,0,10.32,10.32,0.0,21672.0,21672.0,0.0,26.67,5.0,0,21.67,exact_match,unknown
2020-03-27,300736.XSHE,buy,2200,2200,0,9.59,9.59,0.0,21098.0,21098.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-27,600506.XSHG,sell,100,0,-100,8.79,,,879.0,0.0,-879.0,5.88,0.0,0,0.0,missing_in_local,unknown
2020-03-27,600561.XSHG,sell,600,600,0,5.08,5.08,0.0,3048.0,3048.0,0.0,8.05,5.0,0,3.05,exact_match,unknown
2020-03-27,600599.XSHG,buy,3100,3100,0,7.37,7.37,0.0,22847.0,22847.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-27,603269.XSHG,buy,1600,1600,0,13.68,13.68,0.0,21888.0,21888.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-03-27,603389.XSHG,buy,4900,4900,0,4.48,4.48,0.0,21952.0,21952.000000000004,3.637978807091713e-12,5.0,5.0,0,0.0,exact_match,unknown
2020-03-27,603991.XSHG,sell,1100,1100,0,19.87,19.87,0.0,21857.0,21857.0,0.0,26.86,5.0,0,21.86,exact_match,unknown
2020-03-30,300029.XSHE,sell,800,800,0,6.32,6.32,0.0,5056.0,5056.0,0.0,10.06,5.0,0,5.06,exact_match,unknown
2020-03-31,300106.XSHE,sell,1700,1700,0,7.98,7.98,0.0,13566.0,13566.0,0.0,18.57,5.0,0,13.57,exact_match,unknown
2020-04-01,000679.XSHE,sell,19500,19400,-100,3.13,3.13,0.0,61035.0,60722.0,-313.0,67.14,6.07,0,60.72,quantity_diff,unknown
2020-04-01,000691.XSHE,sell,11500,11500,0,3.68,3.68,0.0,42320.0,42320.0,0.0,47.32,5.0,0,42.32,exact_match,unknown
2020-04-01,000929.XSHE,sell,17200,17200,0,6.57,6.57,0.0,113004.0,113004.0,0.0,124.3,11.3,0,113.0,exact_match,unknown
2020-04-01,002209.XSHE,sell,10700,10700,0,6.26,6.26,0.0,66982.0,66982.0,0.0,73.68,6.7,0,66.98,exact_match,unknown
2020-04-01,002473.XSHE,sell,5400,5400,0,7.4,7.4,0.0,39960.0,39960.0,0.0,44.96,5.0,0,39.96,exact_match,unknown
2020-04-01,002633.XSHE,sell,13900,13900,0,7.92,7.92,0.0,110088.0,110088.0,0.0,121.1,11.01,0,110.09,exact_match,unknown
2020-04-01,300029.XSHE,sell,17600,17600,0,6.19,6.19,0.0,108944.0,108944.0,0.0,119.84,10.89,0,108.94,exact_match,unknown
2020-04-01,300106.XSHE,sell,5600,5600,0,7.6,7.6,0.0,42560.0,42560.0,0.0,47.56,5.0,0,42.56,exact_match,unknown
2020-04-01,300665.XSHE,sell,6600,6600,0,9.93,9.93,0.0,65538.0,65538.0,0.0,72.09,6.55,0,65.54,exact_match,unknown
2020-04-01,300736.XSHE,sell,7000,7000,0,9.08,9.08,0.0,63560.0,63560.0,0.0,69.92,6.36,0,63.56,exact_match,unknown
2020-04-01,511880.XSHG,buy,10900,10900,0,100.715,100.715,0.0,1097793.5,1097793.5,0.0,0.0,0.0,0,0.0,exact_match,unknown
2020-04-01,600241.XSHG,sell,29100,29100,0,3.73,3.73,0.0,108543.0,108543.0,0.0,119.4,10.85,0,108.54,exact_match,unknown
2020-04-01,600506.XSHG,sell,2600,2600,0,9.17,9.17,0.0,23842.0,23842.0,0.0,28.84,5.0,0,23.84,exact_match,unknown
2020-04-01,600561.XSHG,sell,22300,22300,0,4.93,4.93,0.0,109939.0,109939.0,0.0,120.93,10.99,0,109.94,exact_match,unknown
2020-04-01,600599.XSHG,sell,6100,6100,0,6.75,6.75,0.0,41175.0,41175.0,0.0,46.18,5.0,0,41.18,exact_match,unknown
2020-04-01,603269.XSHG,sell,1600,1600,0,13.33,13.33,0.0,21328.0,21328.0,0.0,26.33,5.0,0,21.33,exact_match,unknown
2020-04-01,603389.XSHG,sell,15100,15100,0,4.2,4.2,0.0,63420.0,63420.0,0.0,69.76,6.34,0,63.42,exact_match,unknown
2020-05-06,000929.XSHE,buy,3600,3600,0,6.07,6.07,0.0,21852.0,21852.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,002071.XSHE,buy,12300,12300,0,1.78,1.78,0.0,21894.0,21894.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,002209.XSHE,buy,3900,3900,0,5.63,5.63,0.0,21957.0,21957.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,002633.XSHE,buy,2900,2900,0,7.4,7.4,0.0,21460.0,21460.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,300029.XSHE,buy,4000,4000,0,5.5,5.5,0.0,22000.0,22000.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,300665.XSHE,buy,2300,2300,0,9.48,9.48,0.0,21804.0,21804.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,300736.XSHE,buy,2500,2500,0,8.7,8.7,0.0,21750.0,21750.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,511880.XSHG,sell,10900,10900,0,100.83100000000002,100.83100000000002,0.0,1099057.9,1099057.9000000001,2.3283064365386963e-10,0.0,0.0,0,0.0,exact_match,unknown
2020-05-06,600520.XSHG,buy,2900,2900,0,7.43,7.43,0.0,21547.0,21547.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,600561.XSHG,buy,4700,4700,0,4.6,4.6,0.0,21620.0,21620.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-06,600599.XSHG,buy,3600,3600,0,6.02,6.02,0.0,21672.0,21672.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,000929.XSHE,buy,3500,3500,0,6.24,6.24,0.0,21840.0,21840.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,002071.XSHE,buy,11300,11300,0,1.88,1.88,0.0,21244.0,21244.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,002209.XSHE,buy,3600,3600,0,5.89,5.89,0.0,21204.0,21204.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,002633.XSHE,buy,2800,2800,0,7.75,7.75,0.0,21700.0,21700.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,300029.XSHE,buy,3800,3800,0,5.65,5.65,0.0,21470.0,21470.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,300156.XSHE,buy,25800,25800,0,0.86,0.86,0.0,22188.0,22188.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,300665.XSHE,buy,2200,2200,0,9.78,9.78,0.0,21516.0,21516.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,300736.XSHE,buy,2500,2500,0,8.8,8.8,0.0,22000.0,22000.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,600561.XSHG,buy,4900,4900,0,4.62,4.62,0.0,22638.0,22638.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-11,600599.XSHG,buy,3200,3200,0,6.44,6.44,0.0,20608.0,20608.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,000929.XSHE,buy,3400,3400,0,6.26,6.26,0.0,21284.0,21284.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,002071.XSHE,buy,14200,14200,0,1.74,1.74,0.0,24708.0,24708.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,002209.XSHE,buy,3700,3700,0,5.85,5.85,0.0,21645.0,21645.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,002633.XSHE,buy,2700,2700,0,7.79,7.79,0.0,21033.0,21033.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,300029.XSHE,buy,4200,4200,0,5.47,5.47,0.0,22974.0,22974.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,300156.XSHE,buy,32000,32000,0,0.76,0.76,0.0,24320.0,24320.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,300665.XSHE,buy,2300,2300,0,9.68,9.68,0.0,22264.0,22264.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,300736.XSHE,buy,2600,2600,0,8.67,8.67,0.0,22542.0,22542.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,600561.XSHG,buy,5000,5000,0,4.5,4.5,0.0,22500.0,22500.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-14,600599.XSHG,buy,3800,3800,0,6.17,6.17,0.0,23446.0,23446.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-19,000929.XSHE,buy,3300,3300,0,6.25,6.25,0.0,20625.0,20625.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-19,002071.XSHE,buy,16900,16900,0,1.58,1.58,0.0,26702.0,26702.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-19,002209.XSHE,buy,3900,3900,0,5.72,5.72,0.0,22308.0,22308.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-19,002633.XSHE,buy,2800,2800,0,7.69,7.69,0.0,21532.0,21532.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-19,300029.XSHE,buy,4000,4000,0,5.38,5.38,0.0,21520.0,21520.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
2020-05-19,300156.XSHE,buy,46700,46700,0,0.62,0.62,0.0,28954.0,28954.0,0.0,5.0,5.0,0,0.0,exact_match,unknown
