date,jq_total_asset,jq_cash,jq_position_value,jq_position_count,is_truncated,local_total_asset,asset_diff,asset_diff_pct,cash_diff,position_value_diff,position_count_diff,jq_daily_return,local_daily_return,daily_return_diff,jq_cum_return,local_cum_return,cum_return_diff,match_status
2020-04-20,1102351.49,3620.59,1098730.9,1.0,False,1102317.75,-33.73999999999069,-0.0031,,,,9.888931064527817e-05,9.88923377718276e-05,3.0271265494263844e-09,10.227510233540805,10.224136467342815,-0.0033737661979902356,small_diff
2020-04-21,1102482.29,3620.59,1098861.7,1.0,False,1102448.55,-33.73999999999069,-0.0031,,,,0.00011865543901978803,0.00011865907085328864,3.6318335006058078e-09,10.240589327159633,10.237215560961621,-0.003373766198011552,small_diff
2020-04-22,1102547.69,3620.59,1098927.1,1.0,False,1102513.9500000002,-33.739999999757856,-0.0031,,,,5.932068078839947e-05,5.932249627438324e-05,1.8154859837693493e-09,10.247128873969015,10.243755107771047,-0.003373766197967143,small_diff
2020-04-23,1102569.49,3620.59,1098948.9,1.0,False,1102535.75,-33.73999999999069,-0.0031,,,,1.9772387351402188e-05,1.977299244138031e-05,6.050899781229191e-10,10.249308722905504,10.245934956707492,-0.003373766198011552,small_diff
2020-04-24,1102711.19,3620.59,1099090.6,1.0,False,1102677.4500000002,-33.739999999757856,-0.0031,,,,0.00012851797667634557,0.00012852190960721543,3.932930869865459e-09,10.263477740992544,10.260103974794553,-0.0033737661979902356,small_diff
2020-04-27,1102754.79,3620.59,1099134.2,1.0,False,1102721.05,-33.73999999999069,-0.0031,,,,3.953891136276866e-05,3.954012118390082e-05,1.2098211321642793e-09,10.26783743886548,10.264463672667489,-0.0033737661979902356,small_diff
2020-04-28,1102798.39,3620.59,1099177.8,1.0,False,1102764.65,-33.73999999999069,-0.0031,,,,3.9537348098805936e-05,3.9538557824680964e-05,1.2097258750287665e-09,10.272197136738415,10.268823370540403,-0.003373766198011552,small_diff
2020-04-29,1102656.69,3620.59,1099036.1,1.0,False,1102622.95,-33.73999999999069,-0.0031,,,,-0.0001284913011162514,-0.00012849523241420524,-3.93129795384084e-09,10.258028118651374,10.254654352453363,-0.003373766198011552,small_diff
2020-04-30,1102831.09,3620.59,1099210.5,1.0,False,1102797.35,-33.73999999999069,-0.0031,,,,0.0001581634624645556,0.00015816830222892264,4.83976436704836e-09,10.275466910143138,10.272093143945128,-0.0033737661980097755,small_diff
2020-05-06,1110579.49,885072.49,225507.0,10.0,False,1110545.7500000002,-33.739999999757856,-0.003,,,,0.00702591726898083,0.007026132226378712,2.1495739788157664e-07,11.050253217452033,11.046879451254043,-0.0033737661979902356,small_diff
2020-05-07,1106422.49,885072.49,221350.0,10.0,False,1106388.7500000002,-33.739999999757856,-0.003,,,,-0.0037430909155363734,-0.0037432046360990068,-1.1372056263336816e-07,10.634582023465766,10.631208257267799,-0.003373766197967143,small_diff
2020-05-08,1109751.49,885072.49,224679.0,10.0,False,1109717.7500000002,-33.739999999757856,-0.003,,,,0.003008796395669755,0.0030088881507517318,9.175508197678539e-08,10.967458955094411,10.964085188896423,-0.0033737661979884592,small_diff
2020-05-11,1106129.49,668614.49,437515.0,11.0,False,1106095.7500000002,-33.739999999757856,-0.0031,,,,-0.0032637937706215814,-0.003263893003423668,-9.923280208656848e-08,10.605284053815067,10.601910287617077,-0.0033737661979902356,small_diff
2020-05-12,1103999.49,668614.49,435385.0,11.0,False,1103965.7500000002,-33.739999999757856,-0.0031,,,,-0.0019256334988411172,-0.0019256922377651753,-5.873892405805492e-08,10.392298813692214,10.388925047494224,-0.0033737661979902356,small_diff
2020-05-13,1100816.49,668614.49,432202.0,11.0,False,1100782.7500000002,-33.739999999757856,-0.0031,,,,-0.002883153505804592,-0.002883241622305799,-8.811650120676973e-08,10.074020870353673,10.070647104155706,-0.003373766197967143,small_diff
2020-05-14,1099442.49,441848.49,657594.0,11.0,False,1099408.7500000002,-33.739999999757856,-0.0031,,,,-0.0012481644420133664,-0.0012482026993972939,-3.82573839274869e-08,9.936630391513868,9.933256625315877,-0.0033737661979902356,small_diff
2020-05-15,1097837.49,441848.49,655989.0,11.0,False,1097803.7500000002,-33.739999999757856,-0.0031,,,,-0.001459830791149419,-0.0014598755922217155,-4.480107229642982e-08,9.77614151339312,9.772767747195132,-0.0033737661979884592,small_diff
2020-05-18,1078895.49,441848.49,637047.0,11.0,False,1078861.7500000002,-33.739999999757856,-0.0031,,,,-0.017253919794631867,-0.017254450078167394,-5.302835355269764e-07,7.882072772356863,7.878699006158896,-0.003373766197967143,small_diff
2020-05-19,1088207.49,217786.49,870421.0,11.0,False,1088173.7500000002,-33.739999999757856,-0.0031,,,,0.008631049148235759,0.008631319073088006,2.6992485224752727e-07,8.813208244668647,8.809834478470657,-0.0033737661979902356,small_diff
2020-05-20,1097825.49,217786.49,880039.0,11.0,False,1097791.7500000002,-33.739999999757856,-0.0031,,,,0.008838387980586226,0.008838662024332145,2.7404374591810665e-07,9.774941596547349,9.771567830349381,-0.003373766197967143,small_diff
2020-05-21,1111067.54,242697.54,868370.0,11.0,False,1111033.8000000005,-33.739999999525025,-0.003,,,,0.012062071905435623,0.012062442626299852,3.707208642289572e-07,11.099054835499889,11.095681069301943,-0.0033737661979458267,small_diff
2020-05-22,1100060.69,269.69,1099791.0,14.0,False,1100037.9400000002,-22.74999999976717,-0.0021,,,,-0.009906553475588109,-0.009896962630660089,9.590844928020203e-06,9.998446107684721,9.996171265331322,-0.0022748423533993645,small_diff
2020-05-25,1080810.19,19738.19,1061072.0,14.0,False,1080708.4500000002,-101.73999999975786,-0.0094,,,,-0.017499489050917694,-0.017571657573919652,-7.216852300195864e-05,8.073529504405341,8.063356209414696,-0.010173294990645232,small_diff
2020-05-26,1099886.19,19738.19,1080148.0,14.0,False,1099845.4500000002,-40.739999999757856,-0.0037,,,,0.01764972256599462,0.017707828600766362,5.8106034771743253e-05,9.980997316885931,9.976923599194599,-0.004073717691332135,small_diff
2020-05-27,1094643.73,48943.73,1045700.0,13.0,False,1094549.8400000003,-93.88999999966472,-0.0086,,,,-0.00476636587281809,-0.004814867397960221,-4.8501525142130575e-05,9.456787644616217,9.447399295228864,-0.009388349387352335,small_diff
2020-05-28,1109861.73,48943.73,1060918.0,13.0,False,1109767.8400000003,-93.88999999966472,-0.0085,,,,0.013902240137985356,0.01390343266598082,1.1925279954638768e-06,10.978482191184135,10.969093841796784,-0.009388349387350559,small_diff
2020-05-29,1129846.76,53901.76,1075945.0,13.0,False,1129751.87,-94.88999999989755,-0.0084,,,,0.018006774591642127,0.01800739693447939,6.223428372642559e-07,12.976846704523371,12.967358362065507,-0.009488342457864007,small_diff
2020-06-01,,,,,,1159510.87,,,,,,,0.02634118233413507,,,15.94305214648626,,large_diff
