date,time_str,code,side,quantity,price,gross_amount,commission,tax
2020-07-10,09:30,000502.XSHE,buy,200,7.34,1468.0,5.0,0.0
2020-07-10,09:30,300405.XSHE,buy,100,6.27,627.0,5.0,0.0
2020-07-10,09:30,002473.XSHE,sell,2700,8.88,23976.000000000004,5.0,23.98
2020-07-10,09:30,000638.XSHE,sell,5700,4.66,26562.0,5.0,26.56
2020-07-10,09:30,600768.XSHG,buy,2300,10.59,24357.0,5.0,0.0
2020-07-10,09:30,000929.XSHE,buy,2900,7.25,21025.0,5.0,0.0
2020-07-10,09:30,300535.XSHE,buy,400,13.22,5288.0,5.0,0.0
2020-07-15,09:30,600561.XSHG,sell,5400,5.2,28080.0,5.0,28.08
2020-07-15,09:30,300029.XSHE,sell,300,6.1,1830.0,5.0,1.83
2020-07-15,09:30,002633.XSHE,buy,200,8.59,1718.0,5.0,0.0
2020-07-15,09:30,002209.XSHE,sell,200,6.81,1362.0,5.0,1.36
2020-07-15,09:30,300665.XSHE,sell,100,11.0,1100.0,5.0,1.1
2020-07-15,09:30,000502.XSHE,buy,400,7.21,2884.0,5.0,0.0
2020-07-15,09:30,603269.XSHG,sell,100,14.64,1464.0,5.0,1.46
2020-07-15,09:30,300535.XSHE,buy,2200,13.28,29216.0,5.0,0.0
2020-07-15,09:30,002473.XSHE,sell,3000,9.0,27000.0,5.0,27.0
2020-07-15,09:30,600768.XSHG,buy,2500,10.68,26700.0,5.0,0.0
2020-07-20,09:30,600561.XSHG,sell,5100,4.92,25092.0,5.0,25.09
2020-07-20,09:30,300029.XSHE,sell,100,5.78,578.0,5.0,0.58
2020-07-20,09:30,002633.XSHE,sell,100,8.2,819.9999999999999,5.0,0.82
2020-07-20,09:30,002209.XSHE,sell,100,6.48,648.0,5.0,0.65
2020-07-20,09:30,000929.XSHE,buy,100,6.87,687.0,5.0,0.0
2020-07-20,09:30,300736.XSHE,buy,200,9.63,1926.0000000000002,5.0,0.0
2020-07-20,09:30,300665.XSHE,sell,200,10.59,2118.0,5.0,2.12
2020-07-20,09:30,000502.XSHE,sell,300,6.99,2097.0,5.0,2.1
2020-07-20,09:30,300535.XSHE,buy,2300,12.69,29187.0,5.0,0.0
2020-07-23,09:30,600561.XSHG,sell,5100,5.15,26265.0,5.0,26.27
2020-07-23,09:30,300029.XSHE,sell,100,5.94,594.0,5.0,0.59
2020-07-23,09:30,002633.XSHE,sell,400,8.59,3436.0,5.0,3.44
2020-07-23,09:30,002209.XSHE,buy,100,6.54,654.0,5.0,0.0
2020-07-23,09:30,300736.XSHE,buy,2000,10.26,20520.0,5.0,0.0
2020-07-23,09:30,300156.XSHE,sell,104500,0.15,15675.0,5.0,15.68
2020-07-23,09:30,000502.XSHE,buy,3500,7.07,24745.0,5.0,0.0
2020-07-23,09:30,300405.XSHE,sell,600,6.51,3906.0,5.0,3.91
2020-07-23,09:30,002473.XSHE,buy,100,8.51,851.0,5.0,0.0
2020-07-23,09:30,600768.XSHG,buy,200,10.42,2084.0,5.0,0.0
2020-07-23,09:30,000502.XSHE,buy,100,7.07,707.0,5.0,0.0
2020-07-28,09:30,300029.XSHE,sell,2000,6.37,12740.0,5.0,12.74
2020-07-28,09:30,002633.XSHE,buy,100,8.26,826.0,5.0,0.0
2020-07-28,09:30,000929.XSHE,buy,200,6.72,1344.0,5.0,0.0
2020-07-28,09:30,300736.XSHE,buy,300,9.78,2934.0,5.0,0.0
2020-07-28,09:30,000502.XSHE,sell,200,7.02,1404.0,5.0,1.4
2020-07-28,09:30,300535.XSHE,buy,700,12.58,8806.0,5.0,0.0
2020-07-28,09:30,300405.XSHE,sell,4000,6.38,25520.0,5.0,25.52
2020-07-28,09:30,600768.XSHG,buy,2500,10.12,25299.999999999996,5.0,0.0
2020-07-28,09:30,300312.XSHE,buy,100,4.28,428.0,5.0,0.0
2020-07-28,14:00,603269.XSHG,sell,5100,12.65,64515.0,6.45,64.52
2020-07-31,09:30,300736.XSHE,sell,500,10.51,5255.0,5.0,5.25
2020-07-31,09:30,000502.XSHE,sell,100,7.2,720.0,5.0,0.72
2020-07-31,09:30,603269.XSHG,sell,2000,13.21,26420.0,5.0,26.42
2020-07-31,09:30,300535.XSHE,buy,1300,12.82,16666.0,5.0,0.0
2020-07-31,09:30,300405.XSHE,sell,3900,6.42,25038.0,5.0,25.04
2020-07-31,09:30,600768.XSHG,buy,4600,10.38,47748.0,5.0,0.0
2020-07-31,09:30,300312.XSHE,buy,5600,4.43,24808.0,5.0,0.0
2020-07-31,09:30,600365.XSHG,buy,7400,3.42,25308.0,5.0,0.0
2020-08-05,09:30,300029.XSHE,sell,600,6.9,4140.0,5.0,4.14
2020-08-05,09:30,002633.XSHE,sell,100,8.82,882.0,5.0,0.88
2020-08-05,09:30,002209.XSHE,sell,700,6.99,4893.0,5.0,4.89
2020-08-05,09:30,000929.XSHE,sell,300,7.26,2178.0,5.0,2.18
2020-08-05,09:30,300736.XSHE,buy,300,10.45,3135.0,5.0,0.0
2020-08-05,09:30,000502.XSHE,buy,200,7.3,1460.0,5.0,0.0
2020-08-05,09:30,603269.XSHG,sell,2000,13.05,26100.0,5.0,26.1
2020-08-05,09:30,002473.XSHE,buy,1700,6.73,11441.0,5.0,0.0
2020-08-05,09:30,600365.XSHG,buy,7700,3.45,26565.0,5.0,0.0
2020-08-06,14:00,300312.XSHE,sell,200,4.93,986.0,5.0,0.99
2020-08-10,09:30,300029.XSHE,buy,600,6.11,3666.0,5.0,0.0
2020-08-10,09:30,002473.XSHE,sell,3700,6.75,24975.0,5.0,24.98
2020-08-10,09:30,600768.XSHG,buy,400,10.5,4200.0,5.0,0.0
2020-08-10,09:30,600365.XSHG,buy,6000,3.45,20700.0,5.0,0.0
2020-08-11,14:00,002209.XSHE,sell,6600,8.95,59069.99999999999,5.91,59.07
2020-08-12,14:00,002473.XSHE,sell,400,7.27,2908.0,5.0,2.91
2020-08-13,09:30,300029.XSHE,buy,1700,6.19,10523.0,5.0,0.0
2020-08-13,09:30,002633.XSHE,buy,300,8.69,2607.0,5.0,0.0
2020-08-13,09:30,002209.XSHE,sell,1500,7.42,11130.0,5.0,11.13
2020-08-13,09:30,300736.XSHE,buy,500,10.15,5075.0,5.0,0.0
2020-08-13,09:30,000502.XSHE,sell,600,7.65,4590.0,5.0,4.59
2020-08-13,09:30,300535.XSHE,buy,100,13.12,1312.0,5.0,0.0
2020-08-13,09:30,002473.XSHE,sell,3600,7.22,25992.0,5.0,25.99
2020-08-13,09:30,600768.XSHG,buy,100,10.4,1040.0,5.0,0.0
2020-08-13,09:30,600365.XSHG,buy,9600,3.44,33024.0,5.0,0.0
2020-08-13,09:30,300478.XSHE,buy,2300,11.19,25737.0,5.0,0.0
2020-08-13,09:30,600561.XSHG,buy,4600,5.26,24196.0,5.0,0.0
2020-08-14,14:00,300312.XSHE,sell,1400,6.6,9240.0,5.0,9.24
2020-08-18,09:30,300029.XSHE,buy,500,6.2,3100.0,5.0,0.0
2020-08-18,09:30,002633.XSHE,sell,500,9.22,4610.0,5.0,4.61
2020-08-18,09:30,002209.XSHE,buy,200,7.44,1488.0,5.0,0.0
2020-08-18,09:30,000502.XSHE,buy,900,7.41,6669.0,5.0,0.0
2020-08-18,09:30,600768.XSHG,sell,100,10.75,1075.0,5.0,1.07
2020-08-18,09:30,300312.XSHE,sell,4100,5.6,22960.0,5.0,22.96
2020-08-18,09:30,600365.XSHG,buy,6900,3.59,24771.0,5.0,0.0
2020-08-18,09:30,600561.XSHG,buy,300,5.26,1578.0,5.0,0.0
2020-08-20,14:00,600365.XSHG,sell,2200,3.81,8382.0,5.0,8.38
2020-08-21,09:30,300029.XSHE,sell,300,6.26,1878.0,5.0,1.88
2020-08-21,09:30,002633.XSHE,buy,200,9.0,1800.0,5.0,0.0
2020-08-21,09:30,002209.XSHE,buy,100,7.31,731.0,5.0,0.0
2020-08-21,09:30,000502.XSHE,buy,200,7.27,1454.0,5.0,0.0
2020-08-21,09:30,300535.XSHE,buy,100,13.17,1317.0,5.0,0.0
2020-08-21,09:30,600365.XSHG,sell,7000,3.79,26530.0,5.0,26.53
2020-08-21,09:30,300478.XSHE,buy,2400,11.33,27192.0,5.0,0.0
2020-08-21,09:30,600561.XSHG,buy,200,5.24,1048.0,5.0,0.0
2020-08-25,14:00,600365.XSHG,buy,900,3.71,3339.0,5.0,0.0
2020-08-26,09:30,300029.XSHE,sell,200,6.44,1288.0,5.0,1.29
2020-08-26,09:30,002633.XSHE,sell,200,9.33,1866.0,5.0,1.87
2020-08-26,09:30,002209.XSHE,buy,300,7.23,2169.0,5.0,0.0
2020-08-26,09:30,000929.XSHE,sell,100,7.61,761.0,5.0,0.76
2020-08-26,09:30,300736.XSHE,sell,400,10.86,4344.0,5.0,4.34
2020-08-26,09:30,300665.XSHE,sell,200,11.69,2338.0,5.0,2.34
2020-08-26,09:30,000502.XSHE,buy,100,7.36,736.0,5.0,0.0
2020-08-26,09:30,600768.XSHG,buy,300,10.57,3171.0,5.0,0.0
2020-08-26,09:30,600520.XSHG,buy,500,9.23,4615.0,5.0,0.0
2020-08-31,09:30,300029.XSHE,sell,600,6.66,3996.0,5.0,4.0
2020-08-31,09:30,002633.XSHE,sell,200,9.53,1905.9999999999998,5.0,1.91
2020-08-31,09:30,002209.XSHE,buy,800,7.07,5656.0,5.0,0.0
2020-08-31,09:30,000929.XSHE,sell,300,7.82,2346.0,5.0,2.35
2020-08-31,09:30,300665.XSHE,sell,200,11.99,2398.0,5.0,2.4
2020-08-31,09:30,300535.XSHE,sell,300,14.07,4221.0,5.0,4.22
2020-08-31,09:30,300478.XSHE,sell,100,12.1,1210.0,5.0,1.21
2020-08-31,09:30,600561.XSHG,sell,5100,5.39,27489.0,5.0,27.49
2020-08-31,09:30,600520.XSHG,buy,4100,9.24,37884.0,5.0,0.0
2020-09-02,14:00,000502.XSHE,sell,1500,8.45,12674.999999999998,5.0,12.67
2020-09-03,09:30,300029.XSHE,sell,500,7.09,3545.0,5.0,3.54
2020-09-03,09:30,002209.XSHE,buy,2200,7.26,15972.0,5.0,0.0
2020-09-03,09:30,300736.XSHE,sell,300,11.7,3510.0,5.0,3.51
2020-09-03,09:30,000502.XSHE,sell,3300,8.4,27720.0,5.0,27.72
2020-09-03,09:30,300535.XSHE,sell,200,14.95,2990.0,5.0,2.99
2020-09-03,09:30,600768.XSHG,buy,300,10.82,3246.0,5.0,0.0
2020-09-03,09:30,600365.XSHG,sell,18700,2.72,50864.00000000001,5.09,50.86
2020-09-03,09:30,300478.XSHE,sell,2300,12.74,29302.0,5.0,29.3
2020-09-03,09:30,600520.XSHG,buy,4600,9.25,42550.0,5.0,0.0
2020-09-03,09:30,000929.XSHE,buy,300,7.91,2373.0,5.0,0.0
2020-09-03,09:30,002209.XSHE,buy,5400,7.26,39204.0,5.0,0.0
2020-09-03,09:30,600561.XSHG,buy,5100,5.3,27030.0,5.0,0.0
2020-09-08,09:30,300029.XSHE,sell,5500,8.0,44000.0,5.0,44.0
2020-09-08,09:30,002633.XSHE,buy,600,9.69,5814.0,5.0,0.0
2020-09-08,09:30,002209.XSHE,buy,200,7.32,1464.0,5.0,0.0
2020-09-08,09:30,000929.XSHE,sell,700,8.48,5936.0,5.0,5.94
2020-09-08,09:30,300736.XSHE,sell,3100,12.8,39680.0,5.0,39.68
2020-09-08,09:30,000502.XSHE,buy,2200,7.33,16126.0,5.0,0.0
2020-09-08,09:30,300535.XSHE,sell,1900,15.39,29241.0,5.0,29.24
2020-09-08,09:30,600768.XSHG,buy,400,10.71,4284.0,5.0,0.0
2020-09-08,09:30,600365.XSHG,sell,10600,2.81,29786.0,5.0,29.79
2020-09-08,09:30,300478.XSHE,sell,100,13.46,1346.0,5.0,1.35
2020-09-08,09:30,600520.XSHG,buy,3200,9.37,29983.999999999996,5.0,0.0
2020-09-08,09:30,600561.XSHG,buy,5900,5.32,31388.0,5.0,0.0
2020-09-08,09:30,600506.XSHG,buy,2800,10.29,28811.999999999996,5.0,0.0
2020-09-08,09:30,603269.XSHG,buy,2100,13.8,28980.0,5.0,0.0
2020-09-08,09:30,600778.XSHG,buy,600,5.06,3035.9999999999995,5.0,0.0
2020-09-09,14:00,300736.XSHE,sell,1300,15.55,20215.0,5.0,20.21
2020-09-11,09:30,300029.XSHE,buy,4000,5.01,20040.0,5.0,0.0
2020-09-11,09:30,002209.XSHE,sell,300,6.9,2070.0,5.0,2.07
2020-09-11,09:30,000929.XSHE,sell,5200,9.0,46800.0,5.0,46.8
2020-09-11,09:30,300736.XSHE,buy,2300,10.5,24150.0,5.0,0.0
2020-09-11,09:30,000502.XSHE,sell,300,6.94,2082.0,5.0,2.08
2020-09-11,09:30,300535.XSHE,sell,2000,14.33,28660.0,5.0,28.66
2020-09-11,09:30,600768.XSHG,sell,300,10.18,3054.0,5.0,3.05
2020-09-11,09:30,300478.XSHE,sell,2200,11.8,25960.0,5.0,25.96
2020-09-11,09:30,600520.XSHG,buy,3500,8.5,29750.0,5.0,0.0
2020-09-11,09:30,600561.XSHG,buy,4800,5.11,24528.0,5.0,0.0
2020-09-11,09:30,600506.XSHG,sell,100,10.35,1035.0,5.0,1.03
2020-09-11,09:30,603269.XSHG,buy,2000,13.03,26060.0,5.0,0.0
2020-09-11,09:30,600778.XSHG,buy,1000,5.11,5110.0,5.0,0.0
2020-09-15,14:00,300665.XSHE,sell,7300,13.63,99499.0,9.95,99.5
2020-09-16,09:30,300029.XSHE,sell,3300,5.61,18513.0,5.0,18.51
2020-09-16,09:30,002633.XSHE,buy,200,9.39,1878.0,5.0,0.0
2020-09-16,09:30,002209.XSHE,buy,500,7.15,3575.0,5.0,0.0
2020-09-16,09:30,000929.XSHE,sell,2500,9.0,22500.0,5.0,22.5
2020-09-16,09:30,300736.XSHE,sell,400,11.82,4728.0,5.0,4.73
2020-09-16,09:30,300665.XSHE,sell,2000,13.6,27200.0,5.0,27.2
2020-09-16,09:30,000502.XSHE,buy,100,7.32,732.0,5.0,0.0
2020-09-16,09:30,300535.XSHE,sell,2100,16.25,34125.0,5.0,34.12
2020-09-16,09:30,600768.XSHG,buy,300,10.56,3168.0,5.0,0.0
2020-09-16,09:30,600520.XSHG,buy,200,8.92,1784.0,5.0,0.0
2020-09-16,09:30,600561.XSHG,buy,6500,5.15,33475.0,5.0,0.0
2020-09-16,09:30,600778.XSHG,buy,9700,5.06,49081.99999999999,5.0,0.0
2020-09-16,09:30,000702.XSHE,buy,4900,5.76,28224.0,5.0,0.0
2020-09-16,09:30,600099.XSHG,buy,4100,6.98,28618.0,5.0,0.0
2020-09-16,09:30,603286.XSHG,buy,1600,17.78,28448.0,5.0,0.0
2020-09-16,09:30,603029.XSHG,buy,1600,16.9,27039.999999999996,5.0,0.0
2020-09-21,09:30,300029.XSHE,sell,4000,5.05,20200.0,5.0,20.2
2020-09-21,09:30,002209.XSHE,sell,100,7.21,721.0,5.0,0.72
2020-09-21,09:30,000929.XSHE,sell,3200,9.04,28927.999999999996,5.0,28.93
2020-09-21,09:30,300736.XSHE,sell,100,11.9,1190.0,5.0,1.19
2020-09-21,09:30,300665.XSHE,sell,2200,12.78,28116.0,5.0,28.12
2020-09-21,09:30,000502.XSHE,buy,400,7.14,2856.0,5.0,0.0
2020-09-21,09:30,300535.XSHE,sell,1700,15.93,27081.0,5.0,27.08
2020-09-21,09:30,600768.XSHG,sell,100,10.67,1067.0,5.0,1.07
2020-09-21,09:30,600520.XSHG,sell,100,9.0,900.0,5.0,0.9
2020-09-21,09:30,600561.XSHG,buy,4900,5.28,25872.0,5.0,0.0
2020-09-21,09:30,603269.XSHG,buy,2100,13.91,29211.0,5.0,0.0
2020-09-21,09:30,600778.XSHG,sell,1100,5.66,6226.0,5.0,6.23
2020-09-21,09:30,000702.XSHE,buy,5000,5.77,28849.999999999996,5.0,0.0
2020-09-21,09:30,603286.XSHG,buy,1500,17.5,26250.0,5.0,0.0
2020-09-24,09:30,300029.XSHE,sell,5800,5.1,29579.999999999996,5.0,29.58
2020-09-24,09:30,002633.XSHE,buy,100,9.14,914.0,5.0,0.0
2020-09-24,09:30,002209.XSHE,buy,100,7.03,703.0,5.0,0.0
2020-09-24,09:30,000929.XSHE,sell,3300,9.13,30129.000000000004,5.0,30.13
2020-09-24,09:30,300736.XSHE,sell,2600,12.0,31200.0,5.0,31.2
2020-09-24,09:30,000502.XSHE,buy,2700,7.51,20277.0,5.0,0.0
2020-09-24,09:30,300535.XSHE,sell,1900,16.0,30400.0,5.0,30.4
2020-09-24,09:30,600768.XSHG,buy,200,10.28,2056.0,5.0,0.0
2020-09-24,09:30,600520.XSHG,buy,400,8.61,3444.0,5.0,0.0
2020-09-24,09:30,600561.XSHG,buy,700,5.06,3541.9999999999995,5.0,0.0
2020-09-24,09:30,600778.XSHG,sell,5200,5.75,29900.0,5.0,29.9
2020-09-24,09:30,000702.XSHE,buy,5100,5.64,28764.0,5.0,0.0
2020-09-24,09:30,603286.XSHG,buy,1900,16.89,32091.0,5.0,0.0
2020-09-24,09:30,603029.XSHG,buy,1900,16.02,30438.0,5.0,0.0
2020-09-24,09:30,300665.XSHE,buy,2300,12.23,28129.0,5.0,0.0
2020-09-29,09:30,300029.XSHE,buy,100,4.62,462.0,5.0,0.0
2020-09-29,09:30,002633.XSHE,buy,100,8.46,846.0000000000001,5.0,0.0
2020-09-29,09:30,002209.XSHE,buy,100,6.49,649.0,5.0,0.0
2020-09-29,09:30,000929.XSHE,sell,3100,8.32,25792.0,5.0,25.79
2020-09-29,09:30,300736.XSHE,buy,2300,10.99,25277.0,5.0,0.0
2020-09-29,09:30,000502.XSHE,sell,4900,7.72,37828.0,5.0,37.83
2020-09-29,09:30,600768.XSHG,buy,100,9.64,964.0,5.0,0.0
2020-09-29,09:30,600520.XSHG,buy,300,7.95,2385.0,5.0,0.0
2020-09-29,09:30,600561.XSHG,sell,400,4.86,1944.0000000000002,5.0,1.94
2020-09-29,09:30,600506.XSHG,buy,100,9.37,936.9999999999999,5.0,0.0
2020-09-29,09:30,603269.XSHG,sell,2000,12.8,25600.0,5.0,25.6
2020-09-29,09:30,600778.XSHG,sell,5000,5.19,25950.000000000004,5.0,25.95
2020-09-29,09:30,000702.XSHE,sell,100,5.39,539.0,5.0,0.54
2020-09-29,09:30,600099.XSHG,sell,100,6.7,670.0,5.0,0.67
2020-09-29,09:30,603286.XSHG,buy,1600,16.02,25632.0,5.0,0.0
2020-09-29,09:30,603029.XSHG,buy,1800,15.03,27054.0,5.0,0.0
2020-09-29,09:30,300665.XSHE,buy,2300,11.56,26588.0,5.0,0.0
2020-09-29,09:30,002209.XSHE,buy,300,6.49,1947.0,5.0,0.0
2020-09-29,09:30,002633.XSHE,buy,200,8.46,1692.0000000000002,5.0,0.0
2020-09-29,09:30,300736.XSHE,buy,300,10.99,3297.0,5.0,0.0
2020-09-30,14:00,600506.XSHG,sell,100,10.01,1001.0,5.0,1.0
2020-10-12,09:30,300029.XSHE,sell,5700,4.84,27588.0,5.0,27.59
2020-10-12,09:30,002209.XSHE,sell,200,6.9,1380.0,5.0,1.38
2020-10-12,09:30,300736.XSHE,sell,2700,12.0,32400.0,5.0,32.4
2020-10-12,09:30,000502.XSHE,buy,300,7.85,2355.0,5.0,0.0
2020-10-12,09:30,600768.XSHG,buy,300,9.9,2970.0,5.0,0.0
2020-10-12,09:30,600561.XSHG,sell,400,5.18,2072.0,5.0,2.07
2020-10-12,09:30,600506.XSHG,buy,2800,10.03,28084.0,5.0,0.0
2020-10-12,09:30,603286.XSHG,buy,1700,16.81,28576.999999999996,5.0,0.0
2020-10-12,09:30,603029.XSHG,buy,100,15.53,1553.0,5.0,0.0
2020-10-12,09:30,300665.XSHE,buy,200,12.24,2448.0,5.0,0.0
2020-10-15,09:30,002209.XSHE,sell,300,7.18,2154.0,5.0,2.15
2020-10-15,09:30,300736.XSHE,sell,2500,12.89,32225.0,5.0,32.23
2020-10-15,09:30,600768.XSHG,buy,200,9.99,1998.0,5.0,0.0
2020-10-15,09:30,600520.XSHG,buy,500,8.3,4150.0,5.0,0.0
2020-10-15,09:30,600561.XSHG,sell,6300,5.51,34713.0,5.0,34.71
2020-10-15,09:30,600506.XSHG,sell,200,10.82,2164.0,5.0,2.16
2020-10-15,09:30,603269.XSHG,buy,2200,13.28,29216.0,5.0,0.0
2020-10-15,09:30,000702.XSHE,buy,300,5.63,1689.0,5.0,0.0
2020-10-15,09:30,600099.XSHG,buy,100,6.97,697.0,5.0,0.0
2020-10-15,09:30,603286.XSHG,buy,100,16.92,1692.0000000000002,5.0,0.0
2020-10-15,09:30,603029.XSHG,buy,2000,15.33,30660.0,5.0,0.0
2020-10-15,09:30,300665.XSHE,buy,100,12.92,1292.0,5.0,0.0
2020-10-15,09:30,600355.XSHG,buy,100,3.05,305.0,5.0,0.0
2020-10-19,14:00,002633.XSHE,sell,6000,8.9,53400.0,5.34,53.4
2020-10-20,09:30,002209.XSHE,sell,200,7.24,1448.0,5.0,1.45
2020-10-20,09:30,300736.XSHE,sell,2200,12.96,28512.000000000004,5.0,28.51
2020-10-20,09:30,600768.XSHG,buy,100,9.89,989.0,5.0,0.0
2020-10-20,09:30,600520.XSHG,buy,100,8.25,825.0,5.0,0.0
2020-10-20,09:30,600561.XSHG,sell,5000,5.46,27300.0,5.0,27.3
2020-10-20,09:30,600506.XSHG,buy,200,10.4,2080.0,5.0,0.0
2020-10-20,09:30,603269.XSHG,sell,2200,13.66,30052.0,5.0,30.05
2020-10-20,09:30,000702.XSHE,buy,400,5.49,2196.0,5.0,0.0
2020-10-20,09:30,603286.XSHG,buy,100,16.82,1682.0,5.0,0.0
2020-10-20,09:30,603029.XSHG,buy,1900,15.34,29146.0,5.0,0.0
2020-10-20,09:30,300665.XSHE,buy,1400,13.61,19054.0,5.0,0.0
2020-10-20,09:30,600355.XSHG,buy,18500,3.06,56610.0,5.66,0.0
2020-10-20,09:30,000929.XSHE,buy,3500,7.9,27650.0,5.0,0.0
2020-10-23,09:30,002633.XSHE,sell,200,9.14,1828.0,5.0,1.83
2020-10-23,09:30,002209.XSHE,sell,300,7.41,2223.0,5.0,2.22
2020-10-23,09:30,300736.XSHE,sell,200,13.94,2788.0,5.0,2.79
2020-10-23,09:30,000502.XSHE,buy,300,7.95,2385.0,5.0,0.0
2020-10-23,09:30,600768.XSHG,buy,200,9.84,1968.0,5.0,0.0
2020-10-23,09:30,600520.XSHG,buy,300,8.14,2442.0,5.0,0.0
2020-10-23,09:30,600561.XSHG,sell,5900,5.87,34633.0,5.0,34.63
2020-10-23,09:30,600506.XSHG,buy,200,10.1,2020.0,5.0,0.0
2020-10-23,09:30,603269.XSHG,buy,100,13.37,1337.0,5.0,0.0
2020-10-23,09:30,000702.XSHE,buy,300,5.43,1629.0,5.0,0.0
2020-10-23,09:30,300665.XSHE,sell,2100,13.98,29358.0,5.0,29.36
2020-10-23,09:30,600355.XSHG,buy,300,3.04,912.0,5.0,0.0
2020-10-23,09:30,000929.XSHE,buy,3800,7.84,29792.0,5.0,0.0
2020-10-23,09:30,600520.XSHG,buy,100,8.14,814.0,5.0,0.0
2020-10-23,09:30,600778.XSHG,buy,5800,4.75,27550.0,5.0,0.0
2020-10-28,09:30,002633.XSHE,sell,100,9.06,906.0,5.0,0.91
2020-10-28,09:30,002209.XSHE,sell,400,7.46,2984.0,5.0,2.98
2020-10-28,09:30,300736.XSHE,sell,2100,14.38,30198.0,5.0,30.2
2020-10-28,09:30,000502.XSHE,buy,3900,7.7,30030.0,5.0,0.0
2020-10-28,09:30,600520.XSHG,buy,300,7.85,2355.0,5.0,0.0
2020-10-28,09:30,600561.XSHG,sell,4800,5.64,27072.0,5.0,27.07
2020-10-28,09:30,000702.XSHE,buy,5100,5.4,27540.0,5.0,0.0
2020-10-28,09:30,603286.XSHG,sell,1700,16.79,28543.0,5.0,28.54
2020-10-28,09:30,300665.XSHE,sell,2100,13.69,28749.0,5.0,28.75
2020-10-28,09:30,600355.XSHG,buy,200,2.96,592.0,5.0,0.0
2020-10-28,09:30,000929.XSHE,buy,3600,7.74,27864.0,5.0,0.0
2020-10-28,09:30,600778.XSHG,buy,6600,4.52,29831.999999999996,5.0,0.0
2020-11-02,09:30,002209.XSHE,sell,3900,7.23,28197.0,5.0,28.2
2020-11-02,09:30,000502.XSHE,buy,100,7.39,739.0,5.0,0.0
2020-11-02,09:30,600768.XSHG,buy,100,9.34,934.0,5.0,0.0
2020-11-02,09:30,600520.XSHG,buy,200,7.51,1502.0,5.0,0.0
2020-11-02,09:30,600561.XSHG,sell,5100,5.35,27285.0,5.0,27.29
2020-11-02,09:30,600506.XSHG,buy,100,9.4,940.0,5.0,0.0
2020-11-02,09:30,603269.XSHG,sell,2100,12.85,26985.0,5.0,26.98
2020-11-02,09:30,000702.XSHE,buy,5500,5.17,28435.0,5.0,0.0
2020-11-02,09:30,603286.XSHG,sell,1700,16.34,27778.0,5.0,27.78
2020-11-02,09:30,603029.XSHG,buy,100,14.6,1460.0,5.0,0.0
2020-11-02,09:30,300665.XSHE,sell,2100,13.1,27510.0,5.0,27.51
2020-11-02,09:30,600355.XSHG,buy,10000,2.83,28300.0,5.0,0.0
2020-11-02,09:30,000929.XSHE,sell,700,8.11,5677.0,5.0,5.68
2020-11-02,09:30,600778.XSHG,buy,6400,4.38,28032.0,5.0,0.0
2020-11-02,09:30,002633.XSHE,buy,3000,8.85,26550.0,5.0,0.0
2020-11-02,09:30,603958.XSHG,buy,4100,6.45,26445.0,5.0,0.0
2020-11-05,09:30,002209.XSHE,sell,4000,7.63,30520.0,5.0,30.52
2020-11-05,09:30,000502.XSHE,sell,200,7.75,1550.0,5.0,1.55
2020-11-05,09:30,600520.XSHG,sell,400,7.97,3188.0,5.0,3.19
2020-11-05,09:30,600506.XSHG,buy,2900,9.65,27985.0,5.0,0.0
2020-11-05,09:30,603269.XSHG,sell,2200,12.99,28578.0,5.0,28.58
2020-11-05,09:30,000702.XSHE,buy,400,5.25,2100.0,5.0,0.0
2020-11-05,09:30,600099.XSHG,sell,4100,6.83,28003.0,5.0,28.0
2020-11-05,09:30,603286.XSHG,sell,1700,17.11,29087.0,5.0,29.09
2020-11-05,09:30,600355.XSHG,buy,500,2.86,1430.0,5.0,0.0
2020-11-05,09:30,000929.XSHE,buy,200,8.14,1628.0,5.0,0.0
2020-11-05,09:30,600778.XSHG,buy,7200,4.34,31248.0,5.0,0.0
2020-11-05,09:30,002633.XSHE,buy,3400,8.94,30396.0,5.0,0.0
2020-11-05,09:30,000695.XSHE,buy,4000,6.47,25880.0,5.0,0.0
2020-11-10,09:30,002209.XSHE,sell,3700,7.71,28527.0,5.0,28.53
2020-11-10,09:30,000502.XSHE,buy,200,7.74,1548.0,5.0,0.0
2020-11-10,09:30,600768.XSHG,sell,100,9.85,985.0,5.0,0.98
2020-11-10,09:30,600506.XSHG,buy,2800,9.82,27496.0,5.0,0.0
2020-11-10,09:30,000702.XSHE,sell,200,5.4,1080.0,5.0,1.08
2020-11-10,09:30,603286.XSHG,sell,1700,17.62,29954.0,5.0,29.95
2020-11-10,09:30,600355.XSHG,sell,300,2.95,885.0,5.0,0.89
2020-11-10,09:30,000929.XSHE,sell,3400,8.3,28220.000000000004,5.0,28.22
2020-11-10,09:30,600778.XSHG,buy,6300,4.44,27972.000000000004,5.0,0.0
2020-11-10,09:30,002633.XSHE,buy,400,8.82,3528.0,5.0,0.0
2020-11-10,09:30,600506.XSHG,buy,200,9.82,1964.0,5.0,0.0
2020-11-10,09:30,600455.XSHG,buy,1100,23.88,26268.0,5.0,0.0
2020-11-12,14:00,000695.XSHE,sell,100,7.51,751.0,5.0,0.75
2020-11-13,09:30,002633.XSHE,buy,100,8.73,873.0,5.0,0.0
