date,time_str,code,side,quantity,price,gross_amount,commission,tax
2020-11-13,09:30,002209.XSHE,sell,3700,7.55,27935.0,5.0,27.94
2020-11-13,09:30,000502.XSHE,buy,600,7.44,4464.0,5.0,0.0
2020-11-13,09:30,600768.XSHG,sell,100,9.82,982.0,5.0,0.98
2020-11-13,09:30,600520.XSHG,buy,300,7.83,2349.0,5.0,0.0
2020-11-13,09:30,600506.XSHG,buy,2300,9.77,22471.0,5.0,0.0
2020-11-13,09:30,000702.XSHE,buy,100,5.28,528.0,5.0,0.0
2020-11-13,09:30,603286.XSHG,sell,1700,17.3,29410.0,5.0,29.41
2020-11-13,09:30,600355.XSHG,sell,600,2.98,1788.0,5.0,1.79
2020-11-13,09:30,000929.XSHE,sell,3800,8.97,34086.0,5.0,34.09
2020-11-13,09:30,603958.XSHG,sell,200,7.49,1498.0,5.0,1.5
2020-11-13,09:30,000695.XSHE,buy,200,6.9,1380.0,5.0,0.0
2020-11-13,09:30,600455.XSHG,buy,1300,23.11,30043.0,5.0,0.0
2020-11-13,09:30,000702.XSHE,buy,100,5.28,528.0,5.0,0.0
2020-11-13,09:30,600506.XSHG,buy,500,9.77,4885.0,5.0,0.0
2020-11-13,09:30,600561.XSHG,buy,5500,5.13,28215.0,5.0,0.0
2020-11-18,09:30,002209.XSHE,sell,3800,7.47,28386.0,5.0,28.39
2020-11-18,09:30,000502.XSHE,buy,200,7.34,1468.0,5.0,0.0
2020-11-18,09:30,600768.XSHG,sell,200,10.02,2004.0,5.0,2.0
2020-11-18,09:30,600506.XSHG,buy,200,9.64,1928.0,5.0,0.0
2020-11-18,09:30,000702.XSHE,sell,500,5.4,2700.0,5.0,2.7
2020-11-18,09:30,000929.XSHE,sell,3200,8.69,27808.0,5.0,27.81
2020-11-18,09:30,600778.XSHG,sell,300,4.45,1335.0,5.0,1.33
2020-11-18,09:30,600455.XSHG,buy,1200,23.15,27780.0,5.0,0.0
2020-11-18,09:30,600561.XSHG,buy,5600,5.09,28504.0,5.0,0.0
2020-11-23,09:30,000502.XSHE,sell,400,7.64,3056.0,5.0,3.06
2020-11-23,09:30,600768.XSHG,sell,200,10.3,2060.0,5.0,2.06
2020-11-23,09:30,600506.XSHG,sell,100,9.9,990.0,5.0,0.99
2020-11-23,09:30,600355.XSHG,sell,9300,2.98,27714.0,5.0,27.71
2020-11-23,09:30,600778.XSHG,buy,1500,4.3,6450.0,5.0,0.0
2020-11-23,09:30,603958.XSHG,sell,3900,7.62,29718.0,5.0,29.72
2020-11-23,09:30,600455.XSHG,buy,1300,23.27,30251.0,5.0,0.0
2020-11-23,09:30,600561.XSHG,buy,5700,5.14,29297.999999999996,5.0,0.0
2020-11-26,09:30,002633.XSHE,buy,100,8.59,859.0,5.0,0.0
2020-11-26,09:30,000502.XSHE,sell,4100,7.78,31898.0,5.0,31.9
2020-11-26,09:30,600768.XSHG,buy,200,9.96,1992.0000000000002,5.0,0.0
2020-11-26,09:30,600520.XSHG,buy,200,7.82,1564.0,5.0,0.0
2020-11-26,09:30,600506.XSHG,sell,2900,9.81,28449.0,5.0,28.45
2020-11-26,09:30,000702.XSHE,buy,400,5.34,2136.0,5.0,0.0
2020-11-26,09:30,600355.XSHG,sell,9600,2.93,28128.0,5.0,28.13
2020-11-26,09:30,600778.XSHG,sell,1900,4.53,8607.0,5.0,8.61
2020-11-26,09:30,000695.XSHE,sell,4100,6.82,27962.0,5.0,27.96
2020-11-26,09:30,600455.XSHG,buy,1300,23.0,29900.0,5.0,0.0
2020-11-26,09:30,600561.XSHG,buy,5700,5.08,28956.0,5.0,0.0
2020-11-26,09:30,002633.XSHE,buy,200,8.59,1718.0,5.0,0.0
2020-11-26,09:30,300478.XSHE,buy,2600,10.83,28158.0,5.0,0.0
2020-11-26,09:30,603269.XSHG,buy,2200,12.8,28160.0,5.0,0.0
2020-12-01,09:30,002633.XSHE,buy,300,8.37,2510.9999999999995,5.0,0.0
2020-12-01,09:30,600506.XSHG,sell,3000,9.97,29910.000000000004,5.0,29.91
2020-12-01,09:30,000702.XSHE,sell,6600,5.68,37488.0,5.0,37.49
2020-12-01,09:30,600778.XSHG,buy,100,4.5,450.0,5.0,0.0
2020-12-01,09:30,600455.XSHG,sell,1200,23.02,27624.0,5.0,27.62
2020-12-01,09:30,600561.XSHG,buy,6300,4.96,31248.0,5.0,0.0
2020-12-01,09:30,300478.XSHE,buy,2500,11.04,27599.999999999996,5.0,0.0
2020-12-01,09:30,603269.XSHG,buy,2300,12.71,29233.000000000004,5.0,0.0
2020-12-01,09:30,600520.XSHG,buy,200,7.73,1546.0,5.0,0.0
2020-12-01,09:30,002633.XSHE,buy,100,8.37,836.9999999999999,5.0,0.0
2020-12-01,09:30,600768.XSHG,buy,100,9.92,992.0,5.0,0.0
2020-12-01,09:30,000502.XSHE,buy,200,7.59,1518.0,5.0,0.0
2020-12-04,09:30,002633.XSHE,buy,200,8.31,1662.0,5.0,0.0
2020-12-04,09:30,000502.XSHE,sell,300,7.9,2370.0,5.0,2.37
2020-12-04,09:30,600768.XSHG,buy,200,9.82,1964.0,5.0,0.0
2020-12-04,09:30,600520.XSHG,sell,100,7.9,790.0,5.0,0.79
2020-12-04,09:30,600506.XSHG,sell,2900,10.14,29406.0,5.0,29.41
2020-12-04,09:30,000702.XSHE,sell,5300,5.86,31058.0,5.0,31.06
2020-12-04,09:30,600355.XSHG,sell,300,3.06,918.0,5.0,0.92
2020-12-04,09:30,600561.XSHG,buy,200,4.99,998.0,5.0,0.0
2020-12-04,09:30,300478.XSHE,buy,2800,10.98,30744.0,5.0,0.0
2020-12-04,09:30,603269.XSHG,buy,2200,12.8,28160.0,5.0,0.0
2020-12-04,09:30,002633.XSHE,buy,200,8.31,1662.0,5.0,0.0
2020-12-04,09:30,600768.XSHG,buy,100,9.82,982.0,5.0,0.0
2020-12-09,09:30,600520.XSHG,sell,100,8.0,800.0,5.0,0.8
2020-12-09,09:30,600506.XSHG,sell,2900,10.15,29435.0,5.0,29.44
2020-12-09,09:30,000702.XSHE,sell,6100,6.65,40565.0,5.0,40.56
2020-12-09,09:30,603029.XSHG,buy,100,15.23,1523.0,5.0,0.0
2020-12-09,09:30,600778.XSHG,buy,200,4.57,914.0,5.0,0.0
2020-12-09,09:30,600561.XSHG,buy,300,4.97,1491.0,5.0,0.0
2020-12-09,09:30,300478.XSHE,buy,2800,10.87,30435.999999999996,5.0,0.0
2020-12-09,09:30,603269.XSHG,buy,2400,12.74,30576.0,5.0,0.0
2020-12-09,09:30,000502.XSHE,buy,400,7.73,3092.0,5.0,0.0
2020-12-14,09:30,002633.XSHE,buy,200,8.05,1610.0000000000002,5.0,0.0
2020-12-14,09:30,000502.XSHE,sell,5100,8.62,43961.99999999999,5.0,43.96
2020-12-14,09:30,600768.XSHG,buy,400,9.4,3760.0,5.0,0.0
2020-12-14,09:30,600520.XSHG,buy,100,7.72,772.0,5.0,0.0
2020-12-14,09:30,600506.XSHG,sell,2900,10.15,29435.0,5.0,29.44
2020-12-14,09:30,000702.XSHE,sell,4300,6.42,27606.0,5.0,27.61
2020-12-14,09:30,603029.XSHG,sell,1900,15.07,28633.0,5.0,28.63
2020-12-14,09:30,600355.XSHG,buy,200,2.92,584.0,5.0,0.0
2020-12-14,09:30,600778.XSHG,buy,900,4.34,3906.0,5.0,0.0
2020-12-14,09:30,600455.XSHG,buy,200,21.89,4378.0,5.0,0.0
2020-12-14,09:30,600561.XSHG,sell,100,4.89,488.99999999999994,5.0,0.49
2020-12-14,09:30,300478.XSHE,buy,2900,10.47,30363.000000000004,5.0,0.0
2020-12-14,09:30,603269.XSHG,buy,2500,12.25,30625.0,5.0,0.0
2020-12-14,09:30,002209.XSHE,buy,4000,7.1,28400.0,5.0,0.0
2020-12-14,09:30,300736.XSHE,buy,2600,10.56,27456.0,5.0,0.0
2020-12-17,09:30,000502.XSHE,sell,100,8.25,825.0,5.0,0.83
2020-12-17,09:30,600768.XSHG,sell,100,9.13,913.0000000000001,5.0,0.91
2020-12-17,09:30,600520.XSHG,buy,300,7.24,2172.0,5.0,0.0
2020-12-17,09:30,000702.XSHE,sell,4500,6.19,27855.0,5.0,27.86
2020-12-17,09:30,603029.XSHG,sell,1900,14.42,27398.0,5.0,27.4
2020-12-17,09:30,600355.XSHG,buy,300,2.71,813.0,5.0,0.0
2020-12-17,09:30,600561.XSHG,buy,500,4.58,2290.0,5.0,0.0
2020-12-17,09:30,300478.XSHE,buy,200,9.84,1968.0,5.0,0.0
2020-12-17,09:30,603269.XSHG,sell,2400,11.94,28656.0,5.0,28.66
2020-12-17,09:30,300736.XSHE,buy,2600,10.39,27014.0,5.0,0.0
2020-12-17,09:30,600520.XSHG,buy,100,7.24,724.0,5.0,0.0
2020-12-17,09:30,600615.XSHG,buy,3900,6.81,26559.0,5.0,0.0
2020-12-17,09:30,600766.XSHG,buy,4200,5.81,24402.0,5.0,0.0
2020-12-22,09:30,000502.XSHE,sell,4000,9.45,37800.0,5.0,37.8
2020-12-22,09:30,600768.XSHG,buy,100,9.12,911.9999999999999,5.0,0.0
2020-12-22,09:30,603029.XSHG,sell,1800,14.32,25776.0,5.0,25.78
2020-12-22,09:30,600355.XSHG,buy,400,2.64,1056.0,5.0,0.0
2020-12-22,09:30,600778.XSHG,sell,400,4.26,1704.0,5.0,1.7
2020-12-22,09:30,600455.XSHG,buy,1300,20.91,27183.0,5.0,0.0
2020-12-22,09:30,600561.XSHG,buy,200,4.6,919.9999999999999,5.0,0.0
2020-12-22,09:30,300478.XSHE,sell,100,10.14,1014.0,5.0,1.01
2020-12-22,09:30,603269.XSHG,sell,2300,12.1,27830.0,5.0,27.83
2020-12-22,09:30,300736.XSHE,buy,200,10.15,2030.0,5.0,0.0
2020-12-22,09:30,600615.XSHG,buy,4100,6.86,28126.0,5.0,0.0
2020-12-22,09:30,600766.XSHG,buy,5300,5.77,30580.999999999996,5.0,0.0
2020-12-22,09:30,002633.XSHE,buy,400,7.62,3048.0,5.0,0.0
2020-12-25,09:30,000502.XSHE,sell,2900,8.76,25404.0,5.0,25.4
2020-12-25,09:30,600768.XSHG,sell,500,8.86,4430.0,5.0,4.43
2020-12-25,09:30,600520.XSHG,sell,200,6.97,1394.0,5.0,1.39
2020-12-25,09:30,600355.XSHG,buy,10900,2.42,26378.0,5.0,0.0
2020-12-25,09:30,600778.XSHG,sell,6400,3.99,25536.0,5.0,25.54
2020-12-25,09:30,300478.XSHE,buy,300,9.19,2757.0,5.0,0.0
2020-12-25,09:30,603269.XSHG,sell,2300,11.25,25875.0,5.0,25.88
2020-12-25,09:30,002209.XSHE,sell,100,6.7,670.0,5.0,0.67
2020-12-25,09:30,300736.XSHE,buy,3100,9.07,28117.0,5.0,0.0
2020-12-25,09:30,600615.XSHG,sell,200,6.67,1334.0,5.0,1.33
2020-12-25,09:30,600766.XSHG,buy,4800,5.4,25920.0,5.0,0.0
2020-12-25,09:30,002633.XSHE,buy,100,7.12,712.0,5.0,0.0
2020-12-30,09:30,000502.XSHE,sell,3000,9.24,27720.0,5.0,27.72
2020-12-30,09:30,600768.XSHG,buy,200,8.68,1736.0,5.0,0.0
2020-12-30,09:30,600520.XSHG,buy,600,6.7,4020.0,5.0,0.0
2020-12-30,09:30,600355.XSHG,buy,9300,2.45,22785.0,5.0,0.0
2020-12-30,09:30,600561.XSHG,sell,7000,4.51,31570.0,5.0,31.57
2020-12-30,09:30,300478.XSHE,buy,100,9.11,911.0,5.0,0.0
2020-12-30,09:30,603269.XSHG,sell,2300,11.24,25852.0,5.0,25.85
2020-12-30,09:30,300736.XSHE,buy,2900,9.01,26129.0,5.0,0.0
2020-12-30,09:30,600766.XSHG,buy,4400,5.51,24244.0,5.0,0.0
2020-12-30,09:30,600778.XSHG,buy,100,3.95,395.0,5.0,0.0
2020-12-30,09:30,600355.XSHG,buy,1000,2.45,2450.0,5.0,0.0
