year,gross_cagr,cost_10bp_cagr,cost_20bp_cagr,cost_30bp_cagr,cost_50bp_cagr,gross_max_dd,cost_10bp_max_dd,cost_20bp_max_dd,cost_30bp_max_dd,cost_50bp_max_dd,gross_sharpe,cost_10bp_sharpe,cost_20bp_sharpe,cost_30bp_sharpe,cost_50bp_sharpe
2020,0.33668345638127306,0.31969916297088163,0.3026889670367421,0.2856529099402447,0.2515033949405632,-0.14671067108491842,-0.1512863655746115,-0.1559380260787403,-0.16066756022256024,-0.1703682047240056,1.2458784972340706,1.1680275978666563,1.090952296353808,1.0146899495399622,0.8647476324668942
2021,0.7007666452146395,0.683208958871691,0.6656570848511181,0.6481110804944179,0.6130369159868396,-0.14870727645042003,-0.15068284995102488,-0.15269242223641755,-0.15473687858126983,-0.15893414093715397,3.223162538820151,3.1136543005599764,3.004796551987618,2.896687600593241,2.68308908802083
