scenario,cost_rate,number_of_closed_trades,win_rate,average_return,median_return,average_win,average_loss,profit_loss_ratio,expectancy_per_trade,total_net_pnl,ending_value_net,total_return_net,cagr_net,max_drawdown,sharpe_net,total_round_trip_cost
gross,0.0,1321,0.712339137017411,0.09334892342568141,0.08132260947274352,0.16547889528955773,0.08594618732665434,1.925377965407874,0.09334892342568141,1091687.6,2212484.9400000004,1.2123316254183587,0.5094239239292873,-0.14870727645042003,2.102697438338989,0.0
cost_10bp,0.001,1321,0.7100681302043906,0.09125557450225573,0.07924128686327078,0.16383695497985123,0.08650248003556303,1.894014540536807,0.09125557450225573,1054128.3926,2174925.7326,1.174775020691066,0.4960826334585098,-0.14870727645042003,2.0441840936833358,37559.2074
cost_20bp,0.002,1321,0.7047691143073429,0.08916222557883004,0.07715996425379804,0.16289709582532702,0.08685614416344863,1.8754815493395856,0.08916222557883004,1016569.1852,2137366.5252000005,1.137218415963774,0.48262994352440036,-0.14870727645042003,1.9851821639686378,75118.4148
cost_30bp,0.003,1321,0.6987130961392884,0.08706887665540436,0.07507864164432529,0.162130832842908,0.08700696646285153,1.8634235789858429,0.08706887665540436,979009.9778000001,2099807.3178000003,1.0996618112364813,0.46906294139960547,-0.14870727645042003,1.9256788743122928,112677.62220000001
