tag,year,year_return,year_max_drawdown,year_max_drawdown_start,year_max_drawdown_end,year_trading_days,year_fills,year_buy_fills,year_sell_fills,year_gross_turnover,year_annualized_turnover,year_closed_trades,year_win_rate,year_expectancy,year_avg_return,year_profit_loss_ratio,year_avg_holding_days
r3_2020_2021_research,2020,0.32290163291683904,-0.14671067108491842,2020-09-08,2020-12-28,243,858,512,346,17.508660700000004,45.96023433750001,662,0.7250755287009063,0.1034020996978852,0.1034020996978852,2.067483788135552,51.894259818731115
r3_2020_2021_research,2021,0.6723326741538851,-0.14870727645042003,2021-09-08,2021-10-28,244,737,442,295,22.1189027,64.81352884186046,659,0.6995447647951442,0.08324998634294385,0.08324998634294385,1.7866711412207312,59.79969650986343
