date,gross_value,net_value,cum_cost,daily_trade_value
2024-01-02,1000168.3,995213.647,4954.653,990930.6
2024-01-03,1000188.1,995233.4469999999,4954.653,0.0
2024-01-04,1000257.4,995302.747,4954.653,0.0
2024-01-05,1000435.6,995480.9469999999,4954.653,0.0
2024-01-08,1000435.6,995480.9469999999,4954.653,0.0
2024-01-09,1000475.2,995520.5469999999,4954.653,0.0
2024-01-10,1000554.4,995599.747,4954.653,0.0
2024-01-11,1000534.6,995579.9469999999,4954.653,0.0
2024-01-12,1000752.4,995797.747,4954.653,0.0
2024-01-15,1000841.5,995886.847,4954.653,0.0
2024-01-16,1000831.6,995876.9469999999,4954.653,0.0
2024-01-17,1000871.2,995916.5469999999,4954.653,0.0
2024-01-18,1000960.3,996005.647,4954.653,0.0
2024-01-19,1001128.6,996173.9469999999,4954.653,0.0
2024-01-22,1001287.0,996332.347,4954.653,0.0
2024-01-23,1001207.8,996253.147,4954.653,0.0
2024-01-24,1001207.8,996253.147,4954.653,0.0
2024-01-25,1001098.9,996144.247,4954.653,0.0
2024-01-26,1001376.1,996421.4469999999,4954.653,0.0
2024-01-29,1001455.3,996500.647,4954.653,0.0
2024-01-30,1001584.0,996629.347,4954.653,0.0
2024-01-31,1001643.4,996688.747,4954.653,0.0
2024-02-01,996510.2,985617.6129999999,10892.587,1187586.8
2024-02-02,983471.2,972578.6129999999,10892.587,0.0
2024-02-05,962061.2,951168.6129999999,10892.587,0.0
2024-02-06,954737.2,942737.6129999999,11999.587,221400.0
2024-02-07,912890.2,900890.6129999999,11999.587,0.0
2024-02-08,946402.2,934402.6129999999,11999.587,0.0
2024-02-19,987206.11,974166.943,13039.167,207916.0
2024-02-20,1012831.11,999791.943,13039.167,0.0
2024-02-21,1053054.59,1039987.8430000001,13066.747,5516.0
2024-02-22,1093942.78,1079809.178,14133.601999999999,213371.0
2024-02-23,1144921.78,1130788.178,14133.601999999999,0.0
2024-02-26,1168776.78,1154643.178,14133.601999999999,0.0
2024-02-27,1211731.19,1196497.8029999998,15233.386999999999,219957.0
2024-02-28,1079505.19,1064271.8029999998,15233.386999999999,0.0
2024-02-29,1117486.19,1102252.8029999998,15233.386999999999,0.0
2024-03-01,1127361.01,1111427.718,15933.292,139981.0
2024-03-04,1117844.01,1101910.718,15933.292,0.0
2024-03-05,1074941.01,1059007.718,15933.292,0.0
2024-03-06,1120813.62,1103315.7680000002,17497.852,312912.0
2024-03-07,1111048.15,1093528.578,17519.572,4344.0
2024-03-08,1116151.15,1098631.578,17519.572,0.0
2024-03-11,1152844.7,1134605.293,18239.407,143967.0
2024-03-12,1183338.7,1165099.293,18239.407,0.0
2024-03-13,1186482.7,1168243.293,18239.407,0.0
2024-03-14,1193416.27,1174650.518,18765.752,105269.0
2024-03-15,1240085.27,1221319.518,18765.752,0.0
2024-03-18,1275077.6,1256263.533,18814.067,9663.0
2024-03-19,1268668.61,1249318.043,19350.567,107300.0
2024-03-20,1303271.7,1283901.5729999999,19370.127,3911.9999999999995
2024-03-21,1304410.7,1285040.5729999999,19370.127,0.0
2024-03-22,1279445.61,1259751.9880000001,19693.622,64699.0
2024-03-25,1256096.61,1236402.9880000001,19693.622,0.0
2024-03-26,1265268.61,1245574.9880000001,19693.622,0.0
2024-03-27,1237949.58,1217734.908,20214.672,104210.0
2024-03-28,1281939.7200000002,1261710.7380000001,20228.982,2862.0
2024-03-29,1293052.7200000002,1272823.7380000001,20228.982,0.0
2024-04-01,1296771.41,1264273.511,32497.898999999998,2453783.4
2024-04-02,1291845.61,1259347.7110000001,32497.898999999998,0.0
2024-04-03,1286193.61,1253695.7110000001,32497.898999999998,0.0
2024-04-08,1281966.21,1249468.311,32497.898999999998,0.0
2024-04-09,1282240.01,1249742.111,32497.898999999998,0.0
2024-04-10,1279894.01,1247396.111,32497.898999999998,0.0
2024-04-11,1279446.0100000002,1246948.1110000003,32497.898999999998,0.0
2024-04-12,1280559.21,1248061.311,32497.898999999998,0.0
