scenario,cost_rate,number_of_closed_trades,win_rate,average_return,median_return,average_win,average_loss,profit_loss_ratio,expectancy_per_trade,total_net_pnl,ending_value_net,total_return_net,cagr_net,max_drawdown,sharpe_net,total_round_trip_cost
gross,0.0,1719,0.6451425247236765,0.13620245261453753,0.06967213114754098,0.26304254308622943,0.0951771309722949,2.763715825420273,0.13620245261453753,1947001.9,2693218.830000001,1.6927656375432023,0.5389931169960516,-0.24547501152867146,1.5364144333603806,0.0
cost_10bp,0.001,1719,0.6387434554973822,0.134066250161923,0.06760245901639345,0.26340010016132376,0.09461099186600291,2.784032753132702,0.134066250161923,1873167.0123,2619383.942300001,1.6189431741637894,0.5204856763396619,-0.24547501152867146,1.4805490434375177,73834.8877
cost_20bp,0.002,1719,0.6352530541012217,0.13193004770930847,0.0655327868852459,0.26257581646469674,0.09560612371155922,2.7464330345290437,0.13193004770930847,1799332.1245999997,2545549.054600001,1.5451207107843756,0.5016811964230545,-0.24547501152867146,1.4237870295890376,147669.7754
cost_30bp,0.003,1719,0.6288539848749273,0.12979384525669393,0.06346311475409835,0.26296784872776524,0.09585050858692372,2.7435206406785855,0.12979384525669393,1725497.2369,2471714.166900001,1.4712982474049627,0.4825660807530603,-0.24547501152867146,1.3660873503005253,221504.6631
