year,gross_cagr,cost_10bp_cagr,cost_20bp_cagr,cost_30bp_cagr,cost_50bp_cagr,gross_max_dd,cost_10bp_max_dd,cost_20bp_max_dd,cost_30bp_max_dd,cost_50bp_max_dd,gross_sharpe,cost_10bp_sharpe,cost_20bp_sharpe,cost_30bp_sharpe,cost_50bp_sharpe
2024,1.1607838418675476,1.1402812606963937,1.1197457865807579,1.0991774147266202,1.0579419683288664,-0.24547501152867146,-0.24812800647909927,-0.25081681140734635,-0.2535421562815714,-0.26321800424584696,2.669927605766071,2.6030444806613073,2.536594412494737,2.4705926858945926,2.339994143738172
2025,0.4863213795888217,0.4713283789168945,0.45634022692631304,0.4413569703360207,0.41140533488396325,-0.14107194999849637,-0.1426869049478653,-0.14432856356698764,-0.14599759370481924,-0.14942055317152259,1.9239984041764706,1.8456213999337319,1.7679855862271203,1.6911396878984244,1.5400004412887474
2026,-0.29737756700306883,-0.31490799445306084,-0.3321633297335954,-0.34914529396647287,-0.3822960227883182,-0.1683256367843039,-0.1697592004759385,-0.1712024080194895,-0.17265535705738844,-0.17685563825393436,-1.2793463003296184,-1.3429650074760358,-1.4044288239360228,-1.4636837183166216,-1.575383956226509
