date,code,action,target_value,target_qty,price,reason,phase_index,defense_flag,trade_id,rejection_reason
2020-09-24,300029.XSHE,sell,30090.0,5900,5.1,sell_phase,,False,t_579,
2020-09-24,002633.XSHE,buy,914.0,100,9.14,buy_new,,False,t_580,
2020-09-24,002209.XSHE,buy,703.0,100,7.03,buy_new,,False,t_581,
2020-09-24,000929.XSHE,sell,29216.0,3200,9.13,sell_phase,,False,t_582,
2020-09-24,300736.XSHE,sell,31200.0,2600,12.0,sell_phase,,False,t_583,
2020-09-24,000502.XSHE,buy,20277.0,2700,7.51,buy_new,,False,t_584,
2020-09-24,300535.XSHE,sell,30400.0,1900,16.0,sell_phase,,False,t_585,
2020-09-24,600768.XSHG,buy,2056.0,200,10.28,buy_new,,False,t_586,
2020-09-24,600520.XSHG,buy,3444.0,400,8.61,buy_new,,False,t_587,
2020-09-24,600561.XSHG,buy,3542.0,700,5.06,buy_new,,False,t_588,
2020-09-24,600778.XSHG,sell,29900.0,5200,5.75,sell_phase,,False,t_589,
2020-09-24,000702.XSHE,buy,28764.0,5100,5.64,buy_new,,False,t_590,
2020-09-24,603286.XSHG,buy,32091.0,1900,16.89,buy_new,,False,t_591,
2020-09-24,603029.XSHG,buy,28836.0,1800,16.02,buy_new,,False,t_592,
2020-09-24,300665.XSHE,buy,28129.0,2300,12.23,buy_new,,False,t_593,
