date,code,action,target_value,target_qty,price,reason,phase_index,defense_flag,trade_id,rejection_reason
2021-12-08,300478.XSHE,sell,37962.0,3700,10.26,sell_phase,,False,t_1525,
2021-12-08,002417.XSHE,sell,1904.0,400,4.76,sell_phase,,False,t_1526,
2021-12-08,603029.XSHG,buy,2616.0,200,13.08,buy_new,,False,t_1527,
2021-12-08,002209.XSHE,buy,618.0,100,6.18,buy_new,,False,t_1528,
2021-12-08,603709.XSHG,buy,36432.0,2300,15.84,buy_new,,False,t_1529,
2021-12-08,002830.XSHE,sell,42484.0,4300,9.88,sell_phase,,False,t_1530,
2021-12-08,002205.XSHE,sell,44667.0,6300,7.09,sell_phase,,False,t_1531,
2021-12-08,600561.XSHG,buy,60580.0,13000,4.66,buy_new,,False,t_1532,
2021-12-08,603813.XSHG,buy,2706.0,200,13.53,buy_new,,False,t_1533,
2021-12-08,600768.XSHG,buy,5466.0,600,9.11,buy_new,,False,t_1534,
2021-12-08,000702.XSHE,buy,1856.0,400,4.64,buy_new,,False,t_1535,
2021-12-08,603709.XSHG,buy,3168.0,200,15.84,buy_new,,False,t_1536,
2021-12-08,600778.XSHG,buy,13472.0,3200,4.21,buy_new,,False,t_1537,
2021-12-08,600768.XSHG,skip,0,0,0,skip_cash_insufficient,,False,,cash insufficient for even 1 lot.
2021-12-08,603813.XSHG,skip,0,0,0,skip_cash_insufficient,,False,,cash insufficient for even 1 lot.
2021-12-08,000702.XSHE,skip,0,0,0,skip_cash_insufficient,,False,,cash insufficient for even 1 lot.
