date,code,side,jq_price,local_price,price_diff,jq_amount,local_amount,amount_diff,jq_value,local_value,value_diff,jq_commission,local_commission,commission_diff,match_status,diff_reason
2025-05-09,300665.XSHE,buy,7.56,7.56,0.0,2600,2600,0,19656.0,19656.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-09,300736.XSHE,buy,9.75,9.75,0.0,2100,2100,0,20475.0,20475.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-09,300929.XSHE,buy,9.65,9.65,0.0,2000,2000,0,19300.0,19300.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-09,300948.XSHE,buy,10.06,10.06,0.0,2000,2000,0,20120.0,20120.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-09,301372.XSHE,buy,20.55,20.55,0.0,1000,1000,0,20550.0,20550.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-09,600768.XSHG,buy,10.67,10.67,0.0,1900,1900,0,20273.0,20273.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-09,603616.XSHG,buy,3.77,3.77,0.0,5400,5400,0,20358.0,20358.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,002193.XSHE,buy,5.55,5.55,0.0,3800,3800,0,21090.0,21090.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,300405.XSHE,buy,5.26,5.26,0.0,3800,3800,0,19988.0,19988.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,300635.XSHE,buy,10.01,10.01,0.0,2100,2100,0,21021.0,21021.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,300665.XSHE,buy,7.39,7.39,0.0,2900,2900,0,21431.0,21431.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,300736.XSHE,buy,9.59,9.59,0.0,2200,2200,0,21098.0,21098.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,300929.XSHE,buy,9.56,9.56,0.0,2200,2200,0,21032.0,21032.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,300948.XSHE,buy,9.9,9.9,0.0,2100,2100,0,20790.0,20790.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,301372.XSHE,buy,20.4,20.4,0.0,1000,1000,0,20400.0,20400.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,600768.XSHG,buy,10.57,10.57,0.0,2000,2000,0,21140.0,21140.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-14,603729.XSHG,buy,15.53,15.53,0.0,1300,1300,0,20189.0,20189.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,002193.XSHE,buy,5.66,5.66,0.0,3500,3500,0,19810.0,19810.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,300405.XSHE,buy,5.22,5.22,0.0,4100,4100,0,21402.0,21402.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,300635.XSHE,buy,10.11,10.11,0.0,2000,2000,0,20220.0,20220.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,300665.XSHE,buy,7.49,7.49,0.0,2700,2700,0,20223.0,20223.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,300736.XSHE,buy,9.64,9.64,0.0,2100,2100,0,20244.0,20244.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,300929.XSHE,buy,9.75,9.75,0.0,2000,2000,0,19500.0,19500.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,300948.XSHE,buy,9.87,9.87,0.0,2100,2100,0,20727.0,20727.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,301372.XSHE,buy,20.79,20.79,0.0,900,900,0,18711.0,18711.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-19,600768.XSHG,buy,10.75,10.75,0.0,1800,1900,100,19350.0,20425.0,1075.0,5.0,5.0,0.0,amount_diff,fill quantity difference
2025-05-19,603729.XSHG,buy,15.61,15.61,0.0,1300,1300,0,20293.0,20293.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,002193.XSHE,buy,5.76,5.76,0.0,3500,3500,0,20160.0,20160.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,300405.XSHE,buy,5.22,5.22,0.0,4200,4200,0,21924.0,21924.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,300635.XSHE,buy,10.46,10.46,0.0,1800,1800,0,18828.0,18828.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,300665.XSHE,buy,7.58,7.58,0.0,2700,2700,0,20466.0,20466.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,300736.XSHE,buy,9.77,9.77,0.0,2100,2100,0,20517.0,20517.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,300929.XSHE,buy,9.73,9.73,0.0,2300,2300,0,22379.0,22379.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,300948.XSHE,buy,10.13,10.13,0.0,2000,2000,0,20260.0,20260.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,301372.XSHE,buy,20.96,20.96,0.0,1000,1000,0,20960.0,20960.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-22,600768.XSHG,buy,10.64,10.64,0.0,2200,2100,-100,23408.0,22344.0,-1064.0,5.0,5.0,0.0,amount_diff,fill quantity difference
2025-05-22,603729.XSHG,buy,16.0,16.0,0.0,1300,1300,0,20800.0,20800.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-27,002193.XSHE,buy,5.64,5.64,0.0,200,200,0,1128.0,1128.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-27,002719.XSHE,sell,8.75,8.75,0.0,0,2400,2400,0.0,21000.0,21000.0,26.0,5.0,-21.0,amount_diff,fill quantity difference
2025-05-27,300665.XSHE,buy,7.42,7.42,0.0,200,200,0,1484.0,1484.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-27,603616.XSHG,sell,3.94,3.94,0.0,0,100,100,0.0,394.0,394.0,5.39,5.0,-0.3899999999999997,amount_diff,fill quantity difference
2025-05-27,603729.XSHG,buy,15.88,15.88,0.0,1300,1300,0,20644.0,20644.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-30,002193.XSHE,buy,5.72,5.72,0.0,200,200,0,1144.0,1144.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-30,300405.XSHE,buy,5.26,5.26,0.0,100,100,0,526.0,526.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-30,600768.XSHG,buy,10.69,10.69,0.0,100,100,0,1069.0,1069.0,0.0,5.0,5.0,0.0,exact_match,
2025-05-30,603616.XSHG,sell,4.09,4.09,0.0,0,5300,5300,0.0,21677.0,21677.0,26.68,5.0,-21.68,amount_diff,fill quantity difference
2025-05-30,603729.XSHG,buy,16.21,16.21,0.0,1300,1300,0,21073.0,21073.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-05,002193.XSHE,sell,5.84,5.84,0.0,0,200,200,0.0,1168.0,1168.0,6.17,5.0,-1.17,amount_diff,fill quantity difference
2025-06-05,300635.XSHE,buy,10.64,10.64,0.0,100,100,0,1064.0,1064.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-05,300665.XSHE,buy,7.54,7.54,0.0,200,200,0,1508.0,1508.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-05,300948.XSHE,buy,10.26,10.26,0.0,100,100,0,1026.0,1026.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-05,301372.XSHE,sell,22.44,22.44,0.0,0,100,100,0.0,2244.0,2244.0,7.24,5.0,-2.24,amount_diff,fill quantity difference
2025-06-10,002193.XSHE,buy,5.89,5.89,0.0,200,200,0,1178.0,1178.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-10,300405.XSHE,buy,5.41,5.41,0.0,100,100,0,541.0,541.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-10,300736.XSHE,sell,10.51,10.51,0.0,0,100,100,0.0,1051.0,1051.0,6.05,5.0,-1.0499999999999998,amount_diff,fill quantity difference
2025-06-10,300929.XSHE,sell,10.34,10.34,0.0,0,100,100,0.0,1034.0,1034.0,6.03,5.0,-1.0300000000000002,amount_diff,fill quantity difference
2025-06-13,002193.XSHE,buy,5.85,5.85,0.0,100,100,0,585.0,585.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-13,300635.XSHE,sell,11.09,11.09,0.0,0,100,100,0.0,1109.0,1109.0,6.11,5.0,-1.1100000000000003,amount_diff,fill quantity difference
2025-06-13,300736.XSHE,buy,10.29,10.29,0.0,100,100,0,1029.0,1029.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-13,600847.XSHG,buy,10.15,10.15,0.0,2100,2100,0,21315.0,21315.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-13,603729.XSHG,sell,16.96,16.96,0.0,0,1300,1300,0.0,22048.0,22048.0,27.05,5.0,-22.05,amount_diff,fill quantity difference
2025-06-18,002193.XSHE,buy,5.67,5.67,0.0,100,100,0,567.0,567.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-18,002193.XSHE,buy,5.67,5.67,0.0,200,200,0,1134.0,1134.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-18,002719.XSHE,buy,8.77,8.77,0.0,2400,2400,0,21048.0,21048.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-18,300405.XSHE,buy,5.18,5.18,0.0,500,500,0,2590.0,2590.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-18,300635.XSHE,sell,11.35,11.35,0.0,0,2300,2300,0.0,26105.0,26105.0,31.1,5.0,-26.1,amount_diff,fill quantity difference
2025-06-18,600847.XSHG,buy,10.03,10.03,0.0,2100,2100,0,21063.0,21063.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-18,603729.XSHG,sell,16.49,16.49,0.0,0,1200,1200,0.0,19787.999999999996,19787.999999999996,24.79,5.0,-19.79,amount_diff,fill quantity difference
2025-06-23,002193.XSHE,buy,5.33,5.33,0.0,100,100,0,533.0,533.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-23,002719.XSHE,buy,8.41,8.41,0.0,200,200,0,1682.0,1682.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-23,300405.XSHE,sell,5.07,5.07,0.0,0,400,400,0.0,2028.0,2028.0,7.03,5.0,-2.0300000000000002,amount_diff,fill quantity difference
2025-06-26,002193.XSHE,sell,5.99,5.99,0.0,0,400,400,0.0,2396.0,2396.0,7.4,5.0,-2.4000000000000004,amount_diff,fill quantity difference
2025-06-26,002719.XSHE,buy,8.8,8.8,0.0,600,600,0,5280.0,5280.0,0.0,5.0,5.0,0.0,exact_match,
2025-06-26,300405.XSHE,sell,5.62,5.62,0.0,0,500,500,0.0,2810.0,2810.0,7.81,5.0,-2.8099999999999996,amount_diff,fill quantity difference
2025-06-26,300635.XSHE,sell,12.31,12.31,0.0,0,4000,4000,0.0,49240.0,49240.0,54.24,5.0,-49.24,amount_diff,fill quantity difference
2025-07-01,002193.XSHE,buy,6.06,6.06,0.0,300,300,0,1817.9999999999998,1817.9999999999998,0.0,5.0,5.0,0.0,exact_match,
2025-07-01,002719.XSHE,buy,9.06,9.06,0.0,6900,6900,0,62514.0,62514.0,0.0,6.25,6.25,0.0,exact_match,
2025-07-01,300405.XSHE,buy,5.74,5.74,0.0,200,200,0,1148.0,1148.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-01,300635.XSHE,sell,12.59,12.59,0.0,0,1700,1700,0.0,21403.0,21403.0,26.4,5.0,-21.4,amount_diff,fill quantity difference
2025-07-01,300665.XSHE,sell,8.72,8.72,0.0,0,900,900,0.0,7848.000000000001,7848.000000000001,12.85,5.0,-7.85,amount_diff,fill quantity difference
2025-07-01,300736.XSHE,buy,10.66,10.66,0.0,100,100,0,1066.0,1066.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-01,300929.XSHE,buy,10.57,10.57,0.0,200,200,0,2114.0,2114.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-01,300948.XSHE,buy,10.89,10.89,0.0,100,100,0,1089.0,1089.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-01,301372.XSHE,buy,22.78,22.78,0.0,200,200,0,4556.0,4556.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-01,600768.XSHG,buy,11.48,11.48,0.0,100,100,0,1148.0,1148.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-02,300665.XSHE,sell,9.88,9.87,-0.010000000000001563,0,1300,1300,0.0,12830.999999999998,12830.999999999998,17.84,5.0,-12.84,price_and_amount_diff,price and amount both differ
2025-07-04,002193.XSHE,buy,6.09,6.09,0.0,300,300,0,1827.0,1827.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-04,002719.XSHE,buy,9.14,9.14,0.0,2200,2200,0,20108.0,20108.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-04,300405.XSHE,sell,6.0,6.0,0.0,0,400,400,0.0,2400.0,2400.0,7.4,5.0,-2.4000000000000004,amount_diff,fill quantity difference
2025-07-04,300635.XSHE,sell,12.05,12.05,0.0,0,1900,1900,0.0,22895.0,22895.0,27.9,5.0,-22.9,amount_diff,fill quantity difference
2025-07-04,300665.XSHE,sell,8.89,8.89,0.0,0,1300,1300,0.0,11557.0,11557.0,16.56,5.0,-11.559999999999999,amount_diff,fill quantity difference
2025-07-04,300736.XSHE,buy,10.69,10.69,0.0,200,200,0,2138.0,2138.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-04,300929.XSHE,buy,10.66,10.66,0.0,100,100,0,1066.0,1066.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-04,300948.XSHE,buy,10.94,10.94,0.0,200,200,0,2188.0,2188.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-04,600768.XSHG,buy,11.53,11.53,0.0,100,100,0,1153.0,1153.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-04,600847.XSHG,sell,12.5,12.5,0.0,0,2300,2300,0.0,28750.0,28750.0,33.75,5.0,-28.75,amount_diff,fill quantity difference
2025-07-04,603729.XSHG,buy,17.15,17.15,0.0,1400,1400,0,24009.999999999996,24009.999999999996,0.0,5.0,5.0,0.0,exact_match,
2025-07-09,001211.XSHE,buy,23.23,23.23,0.0,2000,2000,0,46460.0,46460.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-09,002719.XSHE,buy,9.17,9.17,0.0,500,500,0,4585.0,4585.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-09,300405.XSHE,buy,5.9,5.9,0.0,300,300,0,1770.0,1770.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-09,300665.XSHE,sell,9.16,9.16,0.0,0,2800,2800,0.0,25648.0,25648.0,30.65,5.0,-25.65,amount_diff,fill quantity difference
2025-07-09,300948.XSHE,sell,11.13,11.13,0.0,0,100,100,0.0,1113.0,1113.0,6.11,5.0,-1.1100000000000003,amount_diff,fill quantity difference
2025-07-09,600847.XSHG,sell,11.29,11.29,0.0,0,1900,1900,0.0,21451.0,21451.0,26.45,5.0,-21.45,amount_diff,fill quantity difference
2025-07-09,603729.XSHG,buy,17.42,17.42,0.0,1300,1300,0,22646.000000000004,22646.000000000004,0.0,5.0,5.0,0.0,exact_match,
2025-07-14,000890.XSHE,buy,3.92,3.92,0.0,5900,5900,0,23128.0,23128.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-14,002193.XSHE,sell,6.15,6.15,0.0,0,100,100,0.0,615.0,615.0,5.62,5.0,-0.6200000000000001,amount_diff,fill quantity difference
2025-07-14,002719.XSHE,buy,9.06,9.06,0.0,100,100,0,906.0,906.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-14,300405.XSHE,sell,5.86,5.86,0.0,0,3800,3800,0.0,22268.0,22268.0,27.27,5.0,-22.27,amount_diff,fill quantity difference
2025-07-14,300665.XSHE,sell,9.13,9.13,0.0,0,2600,2600,0.0,23738.000000000004,23738.000000000004,28.74,5.0,-23.74,amount_diff,fill quantity difference
2025-07-14,300929.XSHE,buy,10.65,10.65,0.0,100,100,0,1065.0,1065.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-14,300948.XSHE,buy,10.92,10.92,0.0,100,100,0,1092.0,1092.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-14,600671.XSHG,buy,13.65,13.65,0.0,1700,1700,0,23205.0,23205.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-14,600768.XSHG,sell,11.99,11.99,0.0,0,300,300,0.0,3597.0,3597.0,8.6,5.0,-3.5999999999999996,amount_diff,fill quantity difference
2025-07-14,603729.XSHG,buy,17.12,17.12,0.0,100,100,0,1712.0,1712.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-17,000890.XSHE,sell,4.22,4.22,0.0,0,300,300,0.0,1266.0,1266.0,6.27,5.0,-1.2699999999999996,amount_diff,fill quantity difference
2025-07-17,001211.XSHE,buy,23.0,23.0,0.0,1000,1000,0,23000.0,23000.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-17,002193.XSHE,sell,6.2,6.2,0.0,0,100,100,0.0,620.0,620.0,5.62,5.0,-0.6200000000000001,amount_diff,fill quantity difference
2025-07-17,300665.XSHE,sell,8.82,8.82,0.0,0,2500,2500,0.0,22050.0,22050.0,27.05,5.0,-22.05,amount_diff,fill quantity difference
2025-07-22,000890.XSHE,buy,4.1,4.1,0.0,300,300,0,1230.0,1230.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,001211.XSHE,buy,23.54,23.54,0.0,1100,1100,0,25894.0,25894.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,002193.XSHE,buy,6.29,6.29,0.0,500,500,0,3145.0,3145.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,002719.XSHE,buy,9.36,9.36,0.0,200,200,0,1872.0,1872.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,300405.XSHE,sell,6.96,6.96,0.0,0,5500,5500,0.0,38280.0,38280.0,43.28,5.0,-38.28,amount_diff,fill quantity difference
2025-07-22,300665.XSHE,sell,10.4,10.4,0.0,0,2700,2700,0.0,28080.0,28080.0,33.08,5.0,-28.08,amount_diff,fill quantity difference
2025-07-22,300736.XSHE,buy,10.95,10.95,0.0,100,100,0,1095.0,1095.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,300736.XSHE,buy,10.95,10.95,0.0,200,200,0,2190.0,2190.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,300929.XSHE,buy,11.0,11.0,0.0,100,100,0,1100.0,1100.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,300948.XSHE,sell,12.01,12.01,0.0,0,400,400,0.0,4804.0,4804.0,9.8,5.0,-4.800000000000001,amount_diff,fill quantity difference
2025-07-22,600768.XSHG,buy,12.4,12.4,0.0,100,100,0,1240.0,1240.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,603709.XSHG,buy,13.53,13.53,0.0,1800,1800,0,24354.0,24354.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-22,603729.XSHG,buy,17.26,17.26,0.0,300,300,0,5178.000000000001,5178.000000000001,0.0,5.0,5.0,0.0,exact_match,
2025-07-25,000890.XSHE,buy,4.05,4.05,0.0,100,100,0,405.0,405.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-25,002193.XSHE,sell,6.39,6.39,0.0,0,200,200,0.0,1278.0,1278.0,6.28,5.0,-1.2800000000000002,amount_diff,fill quantity difference
2025-07-25,002719.XSHE,sell,9.47,9.47,0.0,0,100,100,0.0,947.0000000000001,947.0000000000001,5.95,5.0,-0.9500000000000002,amount_diff,fill quantity difference
2025-07-25,300405.XSHE,sell,6.71,6.71,0.0,0,3200,3200,0.0,21472.0,21472.0,26.47,5.0,-21.47,amount_diff,fill quantity difference
2025-07-25,300736.XSHE,sell,11.13,11.13,0.0,0,100,100,0.0,1113.0,1113.0,6.11,5.0,-1.1100000000000003,amount_diff,fill quantity difference
2025-07-25,300948.XSHE,buy,11.54,11.54,0.0,300,300,0,3461.9999999999995,3461.9999999999995,0.0,5.0,5.0,0.0,exact_match,
2025-07-25,301372.XSHE,buy,23.8,23.8,0.0,100,100,0,2380.0,2380.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-25,600768.XSHG,sell,12.64,12.64,0.0,0,100,100,0.0,1264.0,1264.0,6.26,5.0,-1.2599999999999998,amount_diff,fill quantity difference
2025-07-25,603709.XSHG,buy,13.54,13.54,0.0,1800,1800,0,24372.0,24372.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-30,000890.XSHE,buy,3.97,3.97,0.0,6600,6600,0,26202.0,26202.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-30,001211.XSHE,sell,23.86,23.86,0.0,0,900,900,0.0,21474.0,21474.0,26.47,5.0,-21.47,amount_diff,fill quantity difference
2025-07-30,002719.XSHE,buy,9.24,9.24,0.0,600,600,0,5544.0,5544.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-30,300163.XSHE,buy,3.36,3.36,0.0,100,100,0,336.0,336.0,0.0,5.0,5.0,0.0,exact_match,
2025-07-30,300405.XSHE,sell,6.49,6.49,0.0,0,3500,3500,0.0,22715.0,22715.0,27.72,5.0,-22.72,amount_diff,fill quantity difference
2025-07-30,301372.XSHE,sell,30.04,30.02,-0.019999999999999574,0,1700,1700,0.0,51034.0,51034.0,56.17,5.1,-51.07,price_and_amount_diff,price and amount both differ
2025-07-30,603709.XSHG,buy,13.58,13.58,0.0,900,900,0,12222.0,12222.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-04,000890.XSHE,buy,3.92,3.92,0.0,200,200,0,784.0,784.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-04,002193.XSHE,buy,6.29,6.29,0.0,600,600,0,3774.0,3774.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-04,002719.XSHE,sell,9.47,9.47,0.0,0,300,300,0.0,2841.0,2841.0,7.84,5.0,-2.84,amount_diff,fill quantity difference
2025-08-04,300163.XSHE,buy,3.33,3.33,0.0,14500,14500,0,48285.0,48285.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-04,300948.XSHE,buy,11.65,11.65,0.0,100,100,0,1165.0,1165.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-04,301372.XSHE,sell,27.15,27.15,0.0,0,600,600,0.0,16290.0,16290.0,21.29,5.0,-16.29,amount_diff,fill quantity difference
2025-08-04,600671.XSHG,sell,15.53,15.53,0.0,0,1700,1700,0.0,26401.0,26401.0,31.4,5.0,-26.4,amount_diff,fill quantity difference
2025-08-04,600768.XSHG,buy,12.43,12.43,0.0,300,300,0,3729.0,3729.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-04,603709.XSHG,buy,13.71,13.71,0.0,900,900,0,12339.0,12339.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-07,000890.XSHE,sell,4.37,4.36,-0.009999999999999787,0,900,900,0.0,3924.0000000000005,3924.0000000000005,9.37,5.0,-4.369999999999999,price_and_amount_diff,price and amount both differ
2025-08-07,002719.XSHE,buy,9.66,9.66,0.0,100,100,0,966.0,966.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-07,300163.XSHE,buy,3.38,3.38,0.0,8400,8400,0,28392.0,28392.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-07,300405.XSHE,sell,6.38,6.38,0.0,0,3900,3900,0.0,24882.0,24882.0,29.88,5.0,-24.88,amount_diff,fill quantity difference
2025-08-07,300736.XSHE,sell,12.0,12.0,0.0,0,200,200,0.0,2400.0,2400.0,7.4,5.0,-2.4000000000000004,amount_diff,fill quantity difference
2025-08-07,300854.XSHE,buy,17.95,17.95,0.0,2500,2500,0,44875.0,44875.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-07,300929.XSHE,sell,11.8,11.8,0.0,0,100,100,0.0,1180.0,1180.0,6.18,5.0,-1.1799999999999997,amount_diff,fill quantity difference
2025-08-07,300948.XSHE,buy,11.9,11.9,0.0,100,100,0,1190.0,1190.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-07,301372.XSHE,sell,26.9,26.9,0.0,0,800,800,0.0,21520.0,21520.0,26.52,5.0,-21.52,amount_diff,fill quantity difference
2025-08-07,600768.XSHG,sell,13.07,13.07,0.0,0,100,100,0.0,1307.0,1307.0,6.31,5.0,-1.3099999999999996,amount_diff,fill quantity difference
2025-08-07,603729.XSHG,buy,17.88,17.88,0.0,100,100,0,1788.0,1788.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-12,000890.XSHE,sell,4.56,4.56,0.0,0,300,300,0.0,1367.9999999999998,1367.9999999999998,5.91,5.0,-0.9100000000000001,amount_diff,fill quantity difference
2025-08-12,002193.XSHE,buy,6.45,6.45,0.0,500,500,0,3225.0,3225.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-12,002719.XSHE,sell,10.13,10.13,0.0,0,300,300,0.0,3039.0000000000005,3039.0000000000005,8.04,5.0,-3.039999999999999,amount_diff,fill quantity difference
2025-08-12,300163.XSHE,buy,3.39,3.39,0.0,8100,8100,0,27459.0,27459.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-12,300854.XSHE,buy,17.51,17.51,0.0,1900,1900,0,33269.0,33269.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-12,301372.XSHE,sell,27.85,27.85,0.0,0,1000,1000,0.0,27850.0,27850.0,32.85,5.0,-27.85,amount_diff,fill quantity difference
2025-08-12,603709.XSHG,sell,15.31,15.31,0.0,0,1900,1900,0.0,29089.0,29089.0,34.09,5.0,-29.090000000000003,amount_diff,fill quantity difference
2025-08-12,603729.XSHG,buy,17.98,17.98,0.0,100,100,0,1798.0,1798.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-15,000890.XSHE,buy,4.25,4.25,0.0,300,300,0,1275.0,1275.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-15,001211.XSHE,sell,24.32,24.32,0.0,0,1100,1100,0.0,26752.0,26752.0,31.75,5.0,-26.75,amount_diff,fill quantity difference
2025-08-15,002193.XSHE,buy,6.12,6.12,0.0,200,200,0,1224.0,1224.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-15,300163.XSHE,buy,3.22,3.22,0.0,8200,8100,-100,26404.0,26082.0,-322.0,5.0,5.0,0.0,amount_diff,fill quantity difference
2025-08-15,300736.XSHE,sell,11.9,11.9,0.0,0,200,200,0.0,2380.0,2380.0,7.38,5.0,-2.38,amount_diff,fill quantity difference
2025-08-15,300854.XSHE,buy,16.63,16.63,0.0,1600,1600,0,26608.0,26608.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-15,300948.XSHE,buy,11.49,11.49,0.0,200,200,0,2298.0,2298.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-15,301372.XSHE,sell,26.45,26.45,0.0,0,1000,1000,0.0,26450.0,26450.0,31.45,5.0,-26.45,amount_diff,fill quantity difference
2025-08-15,600847.XSHG,buy,11.39,11.39,0.0,2200,2200,0,25058.0,25058.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-15,603709.XSHG,sell,15.47,15.47,0.0,0,1800,1800,0.0,27846.0,27846.0,32.85,5.0,-27.85,amount_diff,fill quantity difference
2025-08-20,000890.XSHE,sell,4.33,4.33,0.0,0,5700,5700,0.0,24681.0,24681.0,29.68,5.0,-24.68,amount_diff,fill quantity difference
2025-08-20,002719.XSHE,buy,10.02,,,100,,,1002.0,,,5.0,,,missing_in_local,no matching local trade
2025-08-20,300163.XSHE,sell,3.39,3.39,0.0,0,100,100,0.0,339.0,339.0,5.68,5.0,-0.6799999999999997,amount_diff,fill quantity difference
2025-08-20,300736.XSHE,buy,12.16,12.16,0.0,100,100,0,1216.0,1216.0,0.0,5.0,5.0,0.0,exact_match,
2025-08-20,300854.XSHE,sell,18.6,18.6,0.0,0,300,300,0.0,5580.0,5580.0,10.58,5.0,-5.58,amount_diff,fill quantity difference
